player,tm,pos,g,mp,g_2,mp_2,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,link,season
Linda Burgess,SAC,F,30,692,30,692,15.3,0.521,0.474,0.042,0.309,9.5,13.5,8.4,3.4,1.4,21.9,18.8,92,93,0.5,1.1,1.6,0.093,/wnba/players/b/burgeli01w.html,1998
Latasha Byears,SAC,G-F,30,828,30,828,20.1,0.486,0.459,0.045,0.231,12.7,15.1,9,2.9,1.3,13.9,28.8,95,94,1.4,1.1,2.5,0.122,/wnba/players/b/byearla01w.html,1998
Deborah Carter,WAS,G-F,29,434,29,434,4.6,0.357,0.313,0.34,0.181,5.3,9.2,10.4,1.9,0.7,20.5,20,71,105,-1.1,-0.2,-1.3,-0.12,/wnba/players/c/cartede01w.html,1998
Elisabeth Cebrian,NYL,C,22,187,22,187,3.7,0.462,0.429,0,0.4,8.3,9.5,7.8,0.3,3.3,32.7,15.4,74,96,-0.3,0.2,-0.1,-0.027,/wnba/players/c/cebriel01w.html,1998
Keri Chaconas,WAS,G,30,397,30,397,6.7,0.443,0.399,0.709,0.223,2,3.6,19.7,1.7,0,23.5,23.7,80,108,-0.5,-0.4,-0.9,-0.092,/wnba/players/c/chacoke01w.html,1998
Sonia Chase,CHA,G,23,166,23,166,8.1,0.555,0.5,0,0.214,3.7,5.2,13.5,1.6,0,29.8,12.2,91,98,0.1,0.1,0.2,0.046,/wnba/players/c/chaseso01w.html,1998
Katrina Colleton,LAS,F,30,575,30,575,6.6,0.374,0.328,0.192,0.182,5.2,5.3,13.4,1.7,1.5,21.3,10.6,84,100,-0.2,0.2,0,0.001,/wnba/players/c/colleka01w.html,1998
Andrea Congreaves,CHA,F-C,24,372,24,372,15.4,0.576,0.525,0.63,0.259,6,11.8,17,1.6,1.1,20.3,14.1,108,93,0.9,0.5,1.5,0.161,/wnba/players/c/congran01w.html,1998
Cynthia Cooper*,HOU,G,30,1051,30,1051,31.1,0.604,0.516,0.352,0.541,3.1,6.8,27,2.6,0.9,14.4,29.9,119,91,8.1,1.9,10,0.382,NA,1998
Tamecka Dixon,LAS,G,22,710,22,710,18.2,0.536,0.475,0.208,0.399,2.2,4.7,15.6,1.8,0.9,14.6,24.6,104,100,2.3,0.3,2.6,0.144,/wnba/players/d/dixonta01w.html,1998
Nadine Domond,SAC,G,9,92,9,92,8.5,0.388,0.348,0.485,0.121,8.1,6.2,19.5,4.2,0.9,24,23.2,76,96,-0.2,0.1,-0.1,-0.048,/wnba/players/d/domonna01w.html,1998
Margo Dydek,UTA,C,30,839,30,839,20.4,0.538,0.483,0.023,0.419,6,16.2,13.5,0.9,10.7,23.1,25.4,91,94,0.6,1.2,1.8,0.087,/wnba/players/d/dydekma01w.html,1998
Michelle Edwards,CLE,G,23,533,23,533,12.8,0.481,0.451,0.209,0.307,1.7,6.6,22.8,2.3,0.2,19.9,20.9,90,96,0.2,0.5,0.8,0.058,/wnba/players/e/edwarmi01w.html,1998
Allison Feaster,LAS,F,3,41,3,41,-0.3,0.336,0.286,0.714,0.143,2.9,2.9,12.4,2.6,0,21.2,20.6,69,100,-0.1,0,-0.1,-0.099,/wnba/players/f/feastal01w.html,1998
Isabelle Fijalkowski,CLE,F-C,28,806,28,806,20.9,0.611,0.554,0.037,0.397,10.8,16.1,15,1.1,2.8,20.5,23.6,106,93,2.8,1.2,4,0.2,/wnba/players/f/fijalis01w.html,1998
Kisha Ford,NYL,G-F,30,471,30,471,13.2,0.472,0.442,0.08,0.29,6.3,5.2,9.8,3.8,0.4,9.3,17.2,101,92,0.9,0.8,1.6,0.139,/wnba/players/f/fordki01w.html,1998
Toni Foster,PHO,F-C,16,218,16,218,18.5,0.54,0.467,0,0.5,5.7,8.9,16.8,3.5,1.9,17,18.5,105,89,0.6,0.5,1.1,0.195,/wnba/players/f/fosteto01w.html,1998
Jennifer Gillom,PHO,F-C,30,962,30,962,25.7,0.541,0.496,0.166,0.396,8.1,14.7,10.7,2.8,0.8,13.3,31.8,103,88,3.8,2.3,6,0.251,/wnba/players/g/gilloje01w.html,1998
Bridgette Gordon,SAC,F,22,253,22,253,3,0.415,0.391,0.125,0.25,5.4,7.3,7,1.8,0,29.7,18.6,67,100,-0.8,0.1,-0.7,-0.11,/wnba/players/g/gordobr01w.html,1998
Margo Graham,WAS,C,9,49,9,49,5.7,0.434,0.421,0,0.211,19,16.3,4.7,1.1,1.6,27.8,26,73,106,-0.2,0,-0.2,-0.145,/wnba/players/g/grahama01w.html,1998
Lady Grooms,SAC,F,30,792,30,792,12.4,0.548,0.49,0.039,0.61,5.8,6.5,12,1.4,0.3,20.7,14.5,100,102,1.2,0.1,1.3,0.067,/wnba/players/g/groomla01w.html,1998
Wanda Guyton,HOU,C,1,14,1,14,-10.3,0,0,0,0,0,0,0,4,6.1,66.7,10.2,0,89,-0.1,0,-0.1,-0.216,/wnba/players/g/guytowa01w.html,1998
Mikiko Hagiwara,PHO,G,10,59,10,59,7.4,0.493,0.476,0.571,0.143,0,2.2,9.9,0,0,18.3,21.2,87,100,0,0,0,0.014,/wnba/players/h/hagiwmi01w.html,1998
Angie Hamblin,DET,G-F,6,29,6,29,-3.3,0.338,0.313,0.25,0.25,8.2,14.3,12,1.9,0,44.1,24.8,49,92,-0.2,0,-0.2,-0.259,/wnba/players/h/hamblan01w.html,1998
Kym Hampton,NYL,C,30,745,30,745,16.2,0.517,0.452,0.005,0.502,9.2,16,7.1,2.5,1.8,19,20.7,96,88,1.1,1.7,2.8,0.149,/wnba/players/h/hamptky01w.html,1998
Fran Harris,UTA,G-F,18,353,18,353,8.8,0.421,0.386,0.203,0.152,4.9,6.6,15.1,2,0.2,16.8,13.1,90,104,0.1,-0.1,0,0.002,/wnba/players/h/harrifr01w.html,1998
Kristi Harrower,PHO,G,30,355,30,355,10.3,0.544,0.471,0.615,0.538,0.7,3.8,24.7,2.3,0.7,32.5,12.3,94,94,0.3,0.5,0.7,0.083,/wnba/players/h/harrokr01w.html,1998
Dena Head,UTA,G,30,467,30,467,10.4,0.543,0.5,0.318,0.388,3.7,6.7,14,3.4,0,30.7,14,87,101,0,0.1,0.1,0.009,/wnba/players/h/headde01w.html,1998
Korie Hlede,DET,G,27,912,27,912,14.8,0.489,0.433,0.214,0.299,5.1,9.2,16.2,1.2,0.1,18.4,23.8,94,96,1.2,1,2.2,0.095,/wnba/players/h/hledeko01w.html,1998
Angela Jackson,WAS,C,7,36,7,36,12.2,0.579,0.5,0,1,9.7,6.8,0,1.4,4.3,0,10.6,134,107,0.1,0,0.1,0.132,/wnba/players/j/jacksan01w.html,1998
Adrienne Johnson,CLE,G,29,330,29,330,14.2,0.537,0.517,0.284,0.155,7.6,9.8,9.1,1.2,1,16.2,21.6,96,98,0.5,0.3,0.7,0.091,/wnba/players/j/johnsad01w.html,1998
LaTonya Johnson,UTA,F,28,490,28,490,7.9,0.472,0.448,0.338,0.234,3.5,6.6,7.8,1.2,0.2,20.8,18.8,83,105,-0.3,-0.2,-0.6,-0.046,/wnba/players/j/johnsla01w.html,1998
Leslie Johnson,WAS,F,6,15,6,15,-10.6,0.5,0.5,0,0,0,4.1,12.6,0,0,66.7,17.7,36,111,-0.1,0,-0.1,-0.381,/wnba/players/j/johnsle01w.html,1998
Pollyanna Johns Kimbrough,CHA,C,24,180,24,180,16.4,0.541,0.489,0,0.622,9.7,12.7,6.1,0.9,0.9,13.6,17.1,107,96,0.5,0.2,0.7,0.152,/wnba/players/j/johnspo01w.html,1998
Tiffani Johnson,SAC,C,6,32,6,32,-2.4,0.129,0,0,0.667,11.6,19.8,0,3.5,0,27.9,15.7,34,89,-0.2,0.1,-0.1,-0.184,/wnba/players/j/johnsti01w.html,1998
Vickie Johnson,NYL,G-F,30,905,30,905,18.7,0.518,0.479,0.171,0.251,6.3,8.3,17.6,1.9,0.7,11,21.3,108,94,3.1,1.2,4.3,0.189,/wnba/players/j/johnsvi01w.html,1998
Merlakia Jones,CLE,G,30,683,30,683,16.1,0.528,0.479,0.085,0.345,6.1,9.4,11.4,2.5,0.4,16.1,22.7,98,95,1.3,0.8,2.1,0.122,/wnba/players/j/jonesme01w.html,1998
Aneta Kausaite,DET,F,10,58,10,58,7.5,0.303,0.25,0.1,0.35,16.4,11.2,3.1,2.8,0,11.5,20.4,76,95,-0.1,0.1,0,-0.026,/wnba/players/k/kausaan01w.html,1998
Tanja Kostic,CLE,F,5,30,5,30,4.1,0.644,0.667,0,0.667,4.9,4.5,11.2,0,0,43.6,11,81,104,0,0,0,-0.032,/wnba/players/k/kostita01w.html,1998
Andrea Kuklova,PHO,G-F,29,340,29,340,8.6,0.438,0.405,0.074,0.379,7,7,17,2.9,1,26.5,20.3,79,93,-0.5,0.5,0.1,0.007,/wnba/players/k/kukloan01w.html,1998
Monica Lamb,HOU,C,30,649,30,649,15,0.573,0.541,0,0.344,12.5,14.1,2.5,2.1,2.7,16.1,12.3,113,89,1.8,1.4,3.2,0.198,/wnba/players/l/lambmo01w.html,1998
Lisa Leslie*,LAS,C,28,898,28,898,28.6,0.548,0.488,0.054,0.418,10.3,18.9,17.9,2.5,5.3,16.9,30,104,88,3.6,2.1,5.7,0.255,NA,1998
Rebecca Lobo*,NYL,C,30,875,30,875,18.4,0.544,0.505,0.139,0.331,10.3,15.6,10.7,1.1,3.3,17.2,21,102,91,2.2,1.6,3.8,0.173,NA,1998
Mwadi Mabika,LAS,G,29,710,29,710,12.7,0.429,0.403,0.416,0.167,4.9,10.7,11.5,2.2,1,11.8,19.7,92,95,0.6,0.8,1.4,0.079,/wnba/players/m/mabikmw01w.html,1998
Sharon Manning,CHA,F-C,30,575,30,575,15.8,0.497,0.44,0.015,0.493,12.9,17.8,9.3,3,1,20.9,16.6,96,89,0.7,1.3,2,0.141,/wnba/players/m/mannish01w.html,1998
Rhonda Mapp,CHA,C,21,456,21,456,19.7,0.557,0.509,0.061,0.366,9.5,12,15,1.5,1.4,17,23.3,104,94,1.4,0.6,2,0.179,/wnba/players/m/mapprh01w.html,1998
Suzie McConnell Serio,CLE,G,28,882,28,882,15.2,0.58,0.537,0.403,0.398,1.3,4.7,35.3,3,0.5,33.5,17,95,96,1.1,0.9,2.1,0.093,/wnba/players/m/mcconsu01w.html,1998
Nikki McCray,WAS,G,29,969,29,969,16.3,0.493,0.444,0.158,0.314,4.1,5.4,23.2,2.3,0.2,19.5,29.5,91,107,0.8,-0.7,0.1,0.003,/wnba/players/m/mccrani01w.html,1998
Pamela McGee,LAS,F-C,30,570,30,570,13.3,0.475,0.437,0.022,0.383,13.1,15.2,4.4,2.1,3.3,20.2,21,89,93,0.2,0.8,1,0.069,/wnba/players/m/mcgeepa01w.html,1998
Penny Moore,WAS,F,29,756,29,756,11.4,0.41,0.38,0.341,0.17,5.2,8.7,12.5,3,2.1,17.4,20.6,81,102,-0.7,0,-0.7,-0.039,/wnba/players/m/moorepe01w.html,1998
Yolanda Moore,HOU,F-C,30,533,30,533,10.9,0.55,0.458,0.028,0.577,7.9,10.4,3.2,2.7,0,18.3,9.8,109,90,1,1.1,2,0.153,/wnba/players/m/mooreyo01w.html,1998
Eva Nemcova,CLE,F,30,972,30,972,16,0.568,0.516,0.221,0.267,4.3,7.7,13.1,1.8,1.8,16.9,18.7,104,96,2.4,1,3.3,0.137,/wnba/players/n/nemcoev01w.html,1998
Murriel Page,WAS,F,30,955,30,955,12,0.507,0.479,0.009,0.3,9.8,13.4,8.6,1,1,19.1,14.1,96,106,1,-0.5,0.5,0.022,/wnba/players/p/pagemu01w.html,1998
Wendy Palmer,UTA,F,28,761,28,761,19.9,0.521,0.482,0.055,0.404,11.3,14.6,8.7,1.3,0.5,13.4,25.1,101,102,2.1,0,2.2,0.115,/wnba/players/p/palmewe01w.html,1998
Tia Paschal,CHA,F,20,110,20,110,6.2,0.341,0.311,0.108,0.162,4.5,8.4,14.5,3.9,0,21.7,21.4,68,91,-0.4,0.2,-0.2,-0.055,/wnba/players/p/paschti01w.html,1998
Ticha Penicheiro,SAC,G,30,1080,30,1080,12.3,0.446,0.364,0.261,0.661,1.5,8.3,37.3,3.4,0.2,35.3,14.2,83,94,-0.5,1.4,0.9,0.033,/wnba/players/p/penicti01w.html,1998
Kim Perrot,HOU,G,30,986,30,986,16,0.51,0.47,0.495,0.321,2.3,6,25.5,4.8,0,24.8,16,98,87,1.5,2.5,4,0.162,/wnba/players/p/perroki01w.html,1998
Bridget Pettis,PHO,G,30,849,30,849,14.8,0.498,0.435,0.41,0.297,5,7.8,14.2,1.9,0.9,15.5,21.7,99,94,1.7,1.2,2.9,0.138,/wnba/players/p/pettibr01w.html,1998
Franthea Price,SAC,G,26,379,26,379,14.2,0.517,0.496,0.678,0.157,2.3,7.4,18.6,2.9,0.5,20.7,19.1,94,96,0.4,0.4,0.8,0.08,/wnba/players/p/pricefr01w.html,1998
Brandy Reed,PHO,F,24,254,24,254,24.9,0.571,0.537,0.084,0.326,17.8,19.8,17.5,3.9,2.2,23.3,25.6,99,85,0.7,0.7,1.4,0.217,/wnba/players/r/reedbr01w.html,1998
Michelle Reed,LAS,G-F,9,49,9,49,8.3,0.43,0.318,0.364,1.091,4.9,13.4,6.8,2.2,1.6,26.9,20.3,75,93,-0.1,0.1,0,-0.023,/wnba/players/r/reedmi01w.html,1998
Tracy Reid,CHA,F,30,966,30,966,18.3,0.53,0.487,0.006,0.584,7.7,10,9.4,2.2,1,15.4,22.1,101,94,2.3,1.3,3.6,0.149,/wnba/players/r/reidtr01w.html,1998
Tammi Reiss,UTA,G,22,477,22,477,12.3,0.487,0.463,0.403,0.216,3.6,4.9,19,1.2,0.2,14.6,16.5,100,107,0.8,-0.3,0.4,0.037,/wnba/players/r/reissta01w.html,1998
Nyree Roberts,HOU,C,14,55,14,55,16.3,0.794,0.857,0,1,7.1,11.7,6.7,1,0,28.4,12.2,116,92,0.2,0.1,0.3,0.187,/wnba/players/r/roberny01w.html,1998
Eugenia Rycraw,LAS,C,20,226,20,226,12.5,0.552,0.469,0,0.688,9.1,13.2,3,1.6,6.3,25.1,11,97,93,0.2,0.3,0.6,0.098,/wnba/players/r/rycraeu01w.html,1998
Alessandra Santos de Oliveira,WAS,C,16,481,16,481,13.1,0.519,0.516,0,0.885,14.5,16.5,0.4,1.3,1.1,24.5,20.7,86,105,-0.1,-0.2,-0.3,-0.023,/wnba/players/s/santoal01w.html,1998
Olympia Scott,UTA,C,29,466,29,466,11,0.471,0.433,0.037,0.481,9.7,10.9,9.1,2.7,1.7,23,20.9,84,100,-0.3,0.2,-0.1,-0.007,/wnba/players/s/scottol01w.html,1998
Raegan Scott,CLE,F-C,22,167,22,167,7.7,0.439,0.368,0.053,0.316,4.4,11.7,7.3,1,2.5,17.2,15.1,86,95,0,0.2,0.2,0.043,/wnba/players/s/scottra01w.html,1998
Adrienne Shuler,WAS,G,25,363,25,363,10.5,0.486,0.446,0.452,0.202,3.8,8.8,25.8,3.1,0.6,30.9,16.2,84,102,-0.2,0,-0.1,-0.015,/wnba/players/s/shulead01w.html,1998
Christy Smith,CHA,G,24,448,24,448,8.3,0.531,0.48,0.76,0.267,0.8,4.7,26.2,1.2,0,36.4,13.6,86,98,-0.1,0.3,0.3,0.022,/wnba/players/s/smithch01w.html,1998
Tangela Smith,SAC,C,28,707,28,707,14.9,0.444,0.41,0.05,0.194,7.9,11.6,9.1,1.3,5.5,13.4,23.1,90,96,0.3,0.7,1.1,0.061,/wnba/players/s/smithta01w.html,1998
Leila Sobral,WAS,F,15,71,15,71,8.8,0.408,0.313,0.458,0.625,4.9,8.7,16.5,3.7,2.2,22.7,24.7,78,100,-0.1,0,-0.1,-0.064,/wnba/players/s/sobrale01w.html,1998
Rachael Sporn,DET,F,30,535,30,535,11.1,0.422,0.408,0,0.218,11.3,12,13.4,0.8,1.8,17.4,16.5,90,96,0.2,0.6,0.8,0.058,/wnba/players/s/spornra01w.html,1998
Maria Stepanova,PHO,C,20,130,20,130,21,0.467,0.426,0,0.361,16.4,18.9,12,1.3,6.8,11.3,28.1,99,88,0.3,0.3,0.6,0.198,/wnba/players/s/stepama01w.html,1998
Rehema Stephens,SAC,G,8,81,8,81,0.2,0.304,0.293,0.293,0.098,10.7,7.8,10.4,1.4,1.1,20.5,31,61,102,-0.5,0,-0.5,-0.25,/wnba/players/s/stephre01w.html,1998
Andrea Stinson,CHA,G,30,1046,30,1046,19.6,0.491,0.453,0.249,0.242,3.4,8.1,25.6,2.8,1.1,14.4,23.7,100,93,2.5,1.7,4.2,0.161,/wnba/players/s/stinsan01w.html,1998
Tora Suber,CHA,G,30,682,30,682,11,0.441,0.411,0.627,0.249,2.2,4.8,21.7,2.4,0.1,17.7,17,92,96,0.4,0.7,1.1,0.066,/wnba/players/s/suberto01w.html,1998
Sheryl Swoopes*,HOU,F-G,29,937,29,937,24.4,0.511,0.472,0.247,0.212,5.5,10.3,14.1,4.3,1.3,11.6,25.5,105,85,3.4,2.6,6,0.255,NA,1998
Alicia Thompson,NYL,F,19,126,19,126,4.2,0.327,0.244,0.026,0.487,7.2,12.6,5.7,0.4,1.4,14.5,20.8,73,94,-0.3,0.2,-0.1,-0.04,/wnba/players/t/thompal01w.html,1998
Tina Thompson*,HOU,F,27,874,27,874,19.2,0.532,0.483,0.356,0.256,9.7,14.2,5.3,2,2.4,12.8,20.1,108,88,2.9,2,5,0.228,NA,1998
Michele Timms,PHO,G,30,934,30,934,10.7,0.423,0.388,0.466,0.22,2.4,5.1,29.6,2.2,0.3,22,15.4,91,94,0.5,1.3,1.8,0.076,/wnba/players/t/timmsmi01w.html,1998
Penny Toler,LAS,G,30,945,30,945,15.3,0.485,0.451,0.172,0.212,4.7,6.7,29.8,1.8,0.3,20.9,22.8,94,100,1.3,0.4,1.7,0.072,/wnba/players/t/tolerpe01w.html,1998
Chantel Tremitiere,UTA,G,28,709,28,709,11.7,0.498,0.432,0.371,0.409,2.2,5.2,25,1.7,0.2,21.2,12.7,101,105,1.1,-0.3,0.8,0.045,/wnba/players/t/tremich01w.html,1998
Trena Trice,NYL,F-C,10,77,10,77,8.3,0.481,0.412,0,0.647,11.7,15.4,2.4,0,3.4,24.3,17.7,85,94,0,0.1,0.1,0.046,/wnba/players/t/tricetr01w.html,1998
Mfon Udoka,DET,F,3,25,3,25,-2.4,0.258,0.167,0,0.667,4.7,7.1,0,0,0,11.4,15.9,60,100,-0.1,0,-0.1,-0.114,/wnba/players/u/udokamf01w.html,1998
Amaya Valdemoro,HOU,F,16,61,16,61,18.2,0.639,0.563,0.313,1.063,4.3,10.6,21.9,6.4,1.4,42,31.7,82,80,-0.1,0.2,0.1,0.084,/wnba/players/v/valdeam01w.html,1998
Sandra Van Embricqs,LAS,F-C,28,470,28,470,10.9,0.489,0.483,0,0.18,8.7,9.5,6,2.7,1.5,16.5,11,98,96,0.5,0.5,1,0.082,/wnba/players/v/vanemal01w.html,1998
Coquese Washington,NYL,G,28,226,28,226,8.8,0.424,0.343,0.412,0.51,2.8,7.6,34.8,4.2,0,37.2,20.8,74,89,-0.6,0.5,-0.1,-0.013,/wnba/players/w/washico01w.html,1998
Teresa Weatherspoon*,NYL,G,30,1002,30,1002,15.4,0.467,0.431,0.261,0.367,2.6,7.9,34.4,5.6,0,30.5,14.8,89,86,0.3,2.7,3,0.118,NA,1998
Umeki Webb,PHO,G-F,30,846,30,846,11.8,0.428,0.375,0.088,0.369,7,8.9,18.8,3,2,18.1,12.3,97,90,0.9,1.6,2.6,0.121,/wnba/players/w/webbum01w.html,1998
Sue Wicks,NYL,F,30,444,30,444,12.1,0.505,0.43,0.028,0.421,11.6,12.3,15.5,2,2,27.5,18.6,90,92,0.2,0.7,0.9,0.084,/wnba/players/w/wickssu01w.html,1998
Jamila Wideman,LAS,G,25,329,25,329,6.7,0.43,0.314,0.279,0.674,1.8,4,27.7,1.6,0.2,37.9,12.2,80,101,-0.3,0.1,-0.2,-0.023,/wnba/players/w/widemja01w.html,1998
Kim Williams,UTA,G,30,543,30,543,13.6,0.464,0.428,0.126,0.22,5.4,6.4,17.9,4.2,0.9,21.3,26.1,84,99,-0.4,0.3,-0.1,-0.008,/wnba/players/w/williki01w.html,1998
Rita Williams,WAS,G,30,712,30,712,8.9,0.427,0.367,0.438,0.469,2.1,5.8,17.7,4.6,0.2,30.3,13.8,76,101,-1,0.2,-0.8,-0.046,/wnba/players/w/williri01w.html,1998
Sophia Witherspoon,NYL,G,30,898,30,898,17.1,0.503,0.447,0.267,0.326,4.7,6.7,13.6,2.5,0.4,15.1,25.4,98,94,1.9,1.2,3.1,0.138,/wnba/players/w/witheso01w.html,1998
Lynette Woodard*,DET,G,27,383,27,383,11.1,0.429,0.387,0,0.43,9.6,10.2,10.5,3.1,0.6,21.9,16.8,84,92,-0.1,0.6,0.5,0.049,NA,1998
Tiffany Woosley,HOU,G,18,96,18,96,7,0.422,0.37,0.522,0.304,4.1,4.7,16.1,4.7,0,33.3,19.4,72,89,-0.2,0.2,0,-0.011,/wnba/players/w/wooslti01w.html,1998
Haixia Zheng,LAS,C,6,98,6,98,21.1,0.641,0.625,0,0.219,9.8,15.8,6.7,0,0.8,14.6,18.8,115,98,0.4,0.1,0.5,0.193,/wnba/players/z/zhengha01w.html,1998
Erin Alexander,TOT,G,20,141,20,141,6.3,0.426,0.398,0.795,0.091,6.8,7.6,11.3,1.1,0,20.8,18.5,84,103,-0.1,0,-0.1,-0.028,/wnba/players/a/alexaer01w.html,1998
Tammy Jackson,TOT,F-C,21,174,21,174,3.8,0.471,0.417,0,0.542,5.2,9.2,5.7,1.3,2.4,32,11.9,77,93,-0.2,0.3,0.1,0.022,/wnba/players/j/jacksta01w.html,1998
Pauline Jordan,TOT,F-C,24,277,24,277,11,0.438,0.377,0.014,0.507,6.3,11.3,15.4,2.6,4.1,22.1,18.2,84,93,-0.2,0.4,0.3,0.04,/wnba/players/j/jordapa01w.html,1998
Erin Alexander,LAS,G,8,73,8,73,11,0.481,0.455,0.727,0.091,13.2,12.3,14.5,1.5,0,23.4,18.3,94,99,0.1,0,0.1,0.062,/wnba/players/a/alexaer01w.html,1998
Tammy Jackson,WAS,F-C,2,14,2,14,11.3,0.515,0.667,0,0.667,8.3,17.6,0,0,0,0,12.3,105,104,0,0,0,0.053,/wnba/players/j/jacksta01w.html,1998
Pauline Jordan,PHO,F-C,6,30,6,30,25.7,0.677,0.625,0,0.875,4.2,10.8,27.7,0,0,8.3,18.5,139,96,0.2,0,0.3,0.364,/wnba/players/j/jordapa01w.html,1998
Erin Alexander,UTA,G,12,68,12,68,1.3,0.372,0.341,0.864,0.091,0,2.6,7.8,0.8,0,17.9,18.7,72,108,-0.1,-0.1,-0.2,-0.125,/wnba/players/a/alexaer01w.html,1998
Tammy Jackson,HOU,F-C,19,160,19,160,3.2,0.464,0.381,0,0.524,4.9,8.5,6.2,1.4,2.6,35.1,11.9,75,92,-0.2,0.3,0.1,0.019,/wnba/players/j/jacksta01w.html,1998
Pauline Jordan,SAC,F-C,18,247,18,247,9.2,0.402,0.344,0.016,0.459,6.5,11.3,13.9,2.9,4.6,23.9,18.2,77,92,-0.4,0.4,0,0.001,/wnba/players/j/jordapa01w.html,1998
Markita Aldridge,WAS,G,31,379,31,379,5.1,0.373,0.324,0.213,0.351,4.3,6.3,17.1,2.3,1.5,27.4,19.2,70,100,-1.1,0.3,-0.9,-0.092,/wnba/players/a/aldrima01w.html,1999
Mery Andrade,CLE,F,32,364,32,364,8.1,0.504,0.449,0.407,0.441,5.5,8.9,24.6,2.8,0.9,36.2,14.7,83,97,-0.3,0.5,0.2,0.017,/wnba/players/a/andrame01w.html,1999
Janeth Arcain,HOU,G,32,735,32,735,11.9,0.514,0.466,0.268,0.25,6.1,8.1,9.3,2.3,0.2,17.6,14.7,101,96,1,1.1,2.1,0.115,/wnba/players/a/arcaija01w.html,1999
Marlies Askamp,PHO,C,30,781,30,781,20.2,0.573,0.482,0.01,0.579,14.8,17.5,6.8,1.6,1.9,13,17.4,117,96,3.1,1.1,4.2,0.217,/wnba/players/a/askamma01w.html,1999
Angela Aycock,PHO,G,8,30,8,30,-4.3,0.347,0,0.75,1,0,2.1,16.8,3.8,0,51,18.8,47,98,-0.2,0,-0.2,-0.231,/wnba/players/a/aycocan01w.html,1999
Jennifer Azzi,DET,G,28,838,28,838,17.2,0.666,0.597,0.32,0.575,0.7,4.6,25.4,1.6,0.4,19.8,15.7,119,100,3.2,0.7,3.9,0.185,/wnba/players/a/azzije01w.html,1999
Elena Baranova,UTA,F,29,572,29,572,14.1,0.521,0.473,0.324,0.277,5.7,11,14.4,1.9,3.5,20.9,16.8,97,102,0.6,0.3,0.9,0.062,/wnba/players/b/baranel01w.html,1999
Adia Barnes,MIN,F,19,91,19,91,7.6,0.371,0.326,0.13,0.522,11.1,14.7,13.2,3.3,0,22.1,20.1,76,93,-0.2,0.2,0,-0.017,/wnba/players/b/barnead01w.html,1999
Cass Bauer-Bilodeau,CHA,C,25,123,25,123,3.5,0.44,0.382,0.029,0.235,4.7,11,6.4,0.5,0.7,25.7,21,73,101,-0.3,0.1,-0.2,-0.08,/wnba/players/b/bauerca01w.html,1999
Nina Bjedov,LAS,C,27,431,27,431,12.3,0.561,0.56,0.19,0.18,6.1,10,7,1.1,4.3,19.4,14.2,99,98,0.5,0.5,1,0.089,/wnba/players/b/bjedoni01w.html,1999
Debbie Black,UTA,G,32,1014,32,1014,11.8,0.438,0.402,0.25,0.305,4,7,27,4.1,0.5,26.5,11.4,93,101,0.4,0.6,1.1,0.042,/wnba/players/b/blackde01w.html,1999
Cindy Blodgett,SAC,G,12,34,12,34,-4,0.324,0.231,0.538,0.692,0,1.8,5.1,1.6,0,22.8,28.6,60,102,-0.2,0,-0.2,-0.231,/wnba/players/b/blodgci01w.html,1999
Ruthie Bolton,SAC,G,31,970,31,970,17,0.485,0.44,0.476,0.239,5.6,8.3,14.6,1.7,0,9.2,21.9,109,99,3.1,0.9,4,0.167,/wnba/players/b/boltoru01w.html,1999
Carla Boyd,DET,F,32,694,32,694,8.2,0.463,0.445,0.293,0.155,4.3,6.6,14.4,1.9,1,22.5,16.1,84,99,-0.4,0.7,0.2,0.013,/wnba/players/b/boydca01w.html,1999
Janice Braxton,CLE,F,26,476,26,476,16.7,0.532,0.465,0.071,0.584,7.3,15,14.2,2.3,2.3,19.3,17.9,99,94,0.7,0.8,1.5,0.127,/wnba/players/b/braxtja01w.html,1999
Angie Braziel,CHA,F,7,41,7,41,30.5,0.622,0.5,0,0.857,3.5,18.2,16.4,2.9,0,9.4,26.6,125,91,0.3,0.1,0.4,0.372,/wnba/players/b/brazian01w.html,1999
Sandy Brondello,DET,G,32,1002,32,1002,15.2,0.543,0.491,0.219,0.282,3.5,4.2,16,1.4,0.4,16.1,21.6,102,102,2.1,0.5,2.6,0.104,/wnba/players/b/brondsa01w.html,1999
Lesley Brown,DET,F,13,43,13,43,10.7,0.51,0.469,0.125,0.375,5.5,13.2,10.4,1.3,1.9,24.4,26.7,83,95,-0.1,0.1,0,0.01,/wnba/players/b/brownle01w.html,1999
Rushia Brown,CLE,F,30,434,30,434,12.3,0.467,0.427,0.008,0.298,9.5,12.9,9.7,2.5,2,19.5,19.5,87,96,-0.1,0.6,0.5,0.047,/wnba/players/b/brownru01w.html,1999
Vicky Bullett,CHA,F,32,1008,32,1008,21.7,0.551,0.503,0.092,0.332,8.6,14.7,10.4,3.6,3.8,15.2,20.1,105,91,2.4,2.2,4.6,0.181,/wnba/players/b/bullevi01w.html,1999
