player,tm,pos,g,mp,mp2,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,link,season
Jessica Shepard,MIN,F,23,621,621,-6.6,-14.7,23,6,14,3,31,3,161,8,21,/wnba/players/s/shepaje01w.html,2022
Odyssey Sims,MIN,G,2,54,54,-10.7,-9.5,5,0,4,0,3,1,15,1,2,/wnba/players/s/simsod01w.html,2022
Hannah Sjerven,MIN,C,3,9,9,34.3,36.3,0,0,1,0,0,NA,0,0,1,/wnba/players/s/sjervha01w.html,2022
Kamiah Smalls,MIN,G,3,34,34,-13.4,-12.1,3,1,3,0,0,NA,14,0,0,/wnba/players/s/smallka01w.html,2022
Rebecca Allen,NYL,G,11,240,240,-3.7,0.9,7,2,9,0,4,2,36,0,4,/wnba/players/a/allenre01w.html,2022
Lorela Cubaj,NYL,F,11,88,88,-30.8,-29.3,3,0,8,2,0,NA,10,0,2,/wnba/players/c/cubajlo01w.html,2022
Stefanie Dolson,NYL,C,22,509,509,-7.2,-6.5,19,4,23,9,12,1,100,1,4,/wnba/players/d/dolsost01w.html,2022
Natasha Howard,NYL,F,22,675,675,-0.4,15.5,19,20,31,8,35,6,122,9,14,/wnba/players/h/howarna01w.html,2022
Sabrina Ionescu,NYL,G,22,731,731,-1.9,13.5,39,17,31,1,29,3,336,9,16,/wnba/players/i/ionessa01w.html,2022
Marine Johannes,NYL,G,10,316,316,3.7,12.5,12,3,13,0,2,1,118,0,1,/wnba/players/j/johanma01w.html,2022
Betnijah Laney,NYL,G-F,4,136,136,-22.2,-21.1,6,6,5,0,2,2,40,0,2,/wnba/players/l/laneybe01w.html,2022
Michaela Onyenwere,NYL,F,22,302,302,-0.3,6.1,5,5,25,0,15,5,19,2,11,/wnba/players/o/onyenmi01w.html,2022
DiDi Richards,NYL,G-F,8,114,114,1.3,6.5,4,4,7,2,4,4,31,0,1,/wnba/players/r/richadi01w.html,2022
Sami Whitcomb,NYL,G,21,526,526,-5.8,-3.5,27,7,24,0,3,6,142,0,6,/wnba/players/w/whitcsa01w.html,2022
Jocelyn Willoughby,NYL,F-G,4,78,78,-24.7,-22.3,1,1,2,2,2,NA,5,2,4,/wnba/players/w/willojo01w.html,2022
Han Xu,NYL,C,18,334,334,0.9,8.4,3,4,14,5,16,NA,26,6,8,/wnba/players/x/xuha01w.html,2022
Kristine Anigwe,PHO,F-C,10,65,65,-24.5,-22.6,2,2,5,1,3,NA,4,0,3,/wnba/players/a/anigwkr01w.html,2022
Sophie Cunningham,PHO,G,16,411,411,0.6,7.1,1,5,21,5,10,4,57,4,5,/wnba/players/c/cunniso01w.html,2022
Diamond DeShields,PHO,G,23,597,597,-8.6,-13.5,30,9,23,5,52,7,111,10,11,/wnba/players/d/deshidi01w.html,2022
Skylar Diggins-Smith,PHO,G,22,746,746,0.4,16.8,39,10,19,7,46,5,278,14,19,/wnba/players/d/diggisk01w.html,2022
Megan Gustafson,PHO,C,23,188,188,-3.4,0.1,5,3,21,6,6,2,24,2,5,/wnba/players/g/gustame01w.html,2022
Shey Peddy,PHO,G,22,571,571,1.4,11.9,10,7,15,3,11,13,166,6,9,/wnba/players/p/peddysh01w.html,2022
Karlie Samuelson,PHO,F,1,10,10,-9.7,-6.3,0,1,0,0,0,NA,2,0,0,/wnba/players/s/samueka01w.html,2022
Jennie Simms,PHO,G,11,68,68,10.6,15.2,3,3,7,0,0,1,14,0,3,/wnba/players/s/simmsje01w.html,2022
Diana Taurasi,PHO,G,24,739,739,-6.8,-14.2,41,7,13,10,33,2,223,6,9,/wnba/players/t/tauradi01w.html,2022
Sam Thomas,PHO,F,15,69,69,-14,-11.3,1,0,1,0,0,NA,12,0,0,/wnba/players/t/thomasa01w.html,2022
Brianna Turner,PHO,F,23,764,764,0.1,16.6,15,5,33,10,8,4,116,0,9,/wnba/players/t/turnebr01w.html,2022
Sue Bird,SEA,G,18,469,469,7.8,4.4,35,4,1,0,2,7,242,0,1,/wnba/players/b/birdsu01w.html,2022
Briann January,SEA,G,23,436,436,-2.3,-14.9,24,5,13,1,5,7,154,1,3,/wnba/players/j/januabr01w.html,2022
Jantel Lavender,SEA,F,23,304,304,-1,-9.8,11,5,11,6,5,NA,55,0,5,/wnba/players/l/lavenja01w.html,2022
Jewell Loyd,SEA,G,23,696,696,8.8,13.1,28,14,25,3,33,14,211,8,10,/wnba/players/l/loydje01w.html,2022
Ezi Magbegor,SEA,C,20,573,573,9.1,8.8,15,7,33,3,18,2,80,4,19,/wnba/players/m/magbeez01w.html,2022
Raina Perez,SEA,G,1,2,2,-80,-86,0,0,0,0,0,NA,2,0,0,/wnba/players/p/perezra01w.html,2022
Epiphanny Prince,SEA,G,20,278,278,0.4,-7.5,4,3,4,1,6,1,83,3,6,/wnba/players/p/princep01w.html,2022
Mercedes Russell,SEA,C,5,54,54,-41.9,-50.6,4,1,2,1,2,NA,2,1,1,/wnba/players/r/russeme01w.html,2022
Breanna Stewart,SEA,F,21,638,638,11.5,19,10,7,15,7,55,3,151,12,10,/wnba/players/s/stewabr01w.html,2022
Stephanie Talbot,SEA,F,21,367,367,-4.6,-16.8,16,4,15,1,7,4,50,2,2,/wnba/players/t/talbost01w.html,2022
Gabby Williams,SEA,F,23,588,588,12.2,18.3,15,9,14,2,15,5,156,7,7,/wnba/players/w/williga01w.html,2022
Kiana Williams,SEA,G,3,27,27,25.4,20.1,1,1,0,0,0,NA,12,0,0,/wnba/players/w/williki02w.html,2022
Ariel Atkins,WAS,G,24,718,718,10.5,20.1,24,4,20,5,23,15,134,7,12,/wnba/players/a/atkinar01w.html,2022
Shakira Austin,WAS,C-F,24,511,511,9.3,8.6,13,11,22,7,36,5,46,8,9,/wnba/players/a/austish01w.html,2022
Katie Benzan,WAS,G,3,27,27,-5.8,-11.3,0,1,6,0,0,1,2,0,0,/wnba/players/b/benzaka01w.html,2022
Kennedy Burke,WAS,G-F,16,222,222,-6.1,-14.7,3,4,12,1,8,NA,17,3,8,/wnba/players/b/burkeke01w.html,2022
Alysha Clark,WAS,F,17,435,435,9.2,7.2,13,7,14,1,4,7,85,0,4,/wnba/players/c/clarkal01w.html,2022
Natasha Cloud,WAS,G,22,699,699,7.6,8.4,47,7,14,3,28,4,368,6,4,/wnba/players/c/cloudna01w.html,2022
Elena Delle Donne,WAS,F-G,15,405,405,11.2,10.3,5,6,8,4,23,3,71,4,7,/wnba/players/d/delleel01w.html,2022
Tianna Hawkins,WAS,F,20,260,260,-2,-9.9,7,6,14,5,7,1,45,3,8,/wnba/players/h/hawkiti01w.html,2022
Myisha Hines-Allen,WAS,F,24,462,462,-0.5,-10.8,12,8,16,9,14,5,129,2,11,/wnba/players/h/hinesmy01w.html,2022
Rui Machida,WAS,G,24,332,332,-3.9,-13.9,23,3,7,0,3,1,148,1,3,/wnba/players/m/machiru01w.html,2022
Shatori Walker-Kimbrough,WAS,G,23,470,470,6.9,3.3,17,8,12,0,14,5,64,3,9,/wnba/players/w/walkesh01w.html,2022
Elizabeth Williams,WAS,C-F,18,305,305,0.1,-7.3,8,3,15,1,16,3,23,4,11,/wnba/players/w/williel01w.html,2022
Emma Cannon,TOT,F,12,126,126,-21.3,-13.9,0,0,7,2,10,2,16,1,6,/wnba/players/c/cannoem01w.html,2022
Tina Charles,TOT,C,21,621,621,-7.1,-12.2,17,7,23,13,27,3,91,4,11,/wnba/players/c/charlti01w.html,2022
Crystal Dangerfield,TOT,G,19,404,404,-1.4,9.5,12,6,9,3,5,4,122,1,2,/wnba/players/d/dangecr01w.html,2022
Kaela Davis,TOT,F,2,28,28,25.9,19.5,1,1,4,0,1,NA,2,1,3,/wnba/players/d/daviska01w.html,2022
AD Durr,TOT,G,20,295,295,-14.4,-13.4,10,6,13,0,14,NA,57,4,6,/wnba/players/d/durras01w.html,2022
Reshanda Gray,TOT,F,16,144,144,-2.7,-4,3,1,12,8,3,4,10,0,4,/wnba/players/g/grayre01w.html,2022
Moriah Jefferson,TOT,G,18,513,513,-3.8,-3.8,20,9,26,1,18,8,220,2,7,/wnba/players/j/jeffemo01w.html,2022
Stephanie Jones,TOT,F,5,27,27,-1.8,-8.3,0,0,3,0,0,1,5,0,3,/wnba/players/j/jonesst01w.html,2022
Yvonne Turner,TOT,G,6,104,104,-12.6,-11.3,8,1,4,0,5,NA,25,1,3,/wnba/players/t/turneyv01w.html,2022
Evina Westbrook,TOT,G,16,185,185,-6.2,-8.9,8,4,6,1,4,2,58,1,3,/wnba/players/w/westbev01w.html,2022
Kaela Davis,CHI,F,1,10,10,-4.8,-12.4,1,1,2,0,0,NA,2,0,1,/wnba/players/d/daviska01w.html,2022
Moriah Jefferson,DAL,G,1,4,4,-122.2,-122.5,0,0,0,0,0,NA,0,0,0,/wnba/players/j/jeffemo01w.html,2022
Crystal Dangerfield,IND,G,3,49,49,18.2,32.9,2,1,0,0,1,NA,24,0,0,/wnba/players/d/dangecr01w.html,2022
Yvonne Turner,MIN,G,4,88,88,-10.8,-10,8,1,4,0,4,NA,23,1,2,/wnba/players/t/turneyv01w.html,2022
Evina Westbrook,MIN,G,14,173,173,-4.9,-3.8,8,2,5,1,4,2,51,1,3,/wnba/players/w/westbev01w.html,2022
AD Durr,NYL,G,10,70,70,-35.4,-33.8,3,2,3,0,2,NA,9,0,0,/wnba/players/d/durras01w.html,2022
Emma Cannon,PHO,F,1,6,6,-10.3,-6.8,0,0,0,0,1,NA,3,0,0,/wnba/players/c/cannoem01w.html,2022
Tina Charles,PHO,C,16,530,530,-9.4,-13,9,6,17,10,23,3,82,1,11,/wnba/players/c/charlti01w.html,2022
Reshanda Gray,SEA,F,11,85,85,-1.5,-7.9,1,0,4,6,2,2,2,0,1,/wnba/players/g/grayre01w.html,2022
Stephanie Jones,WAS,F,3,19,19,-10.7,-16.2,0,0,3,0,0,1,3,0,3,/wnba/players/j/jonesst01w.html,2022
Emma Cannon,IND,F,11,120,120,-21.9,-10.2,0,0,7,2,9,2,13,1,6,/wnba/players/c/cannoem01w.html,2022
Moriah Jefferson,MIN,G,17,509,509,-2.7,-2.3,20,9,26,1,18,8,220,2,7,/wnba/players/j/jeffemo01w.html,2022
Kaela Davis,SEA,F,1,18,18,45.9,40.9,0,0,2,0,1,NA,0,1,2,/wnba/players/d/daviska01w.html,2022
Stephanie Jones,CON,F,2,8,8,17.6,10,0,0,0,0,0,NA,2,0,0,/wnba/players/j/jonesst01w.html,2022
Crystal Dangerfield,NYL,G,16,355,355,-4.3,0.1,10,5,9,3,4,4,98,1,2,/wnba/players/d/dangecr01w.html,2022
Yvonne Turner,ATL,G,2,16,16,-23.3,-21.6,0,0,0,0,1,NA,2,0,1,/wnba/players/t/turneyv01w.html,2022
AD Durr,ATL,G,10,225,225,-7.7,-7.5,7,4,10,0,12,NA,48,4,6,/wnba/players/d/durras01w.html,2022
Reshanda Gray,PHO,F,5,59,59,-4.3,-0.9,2,1,8,2,1,2,8,0,3,/wnba/players/g/grayre01w.html,2022
Evina Westbrook,WAS,G,2,12,12,-24.3,-30,0,2,1,0,0,NA,7,0,0,/wnba/players/w/westbev01w.html,2022
Tina Charles,SEA,C,5,91,91,5.3,-0.5,8,1,6,3,4,NA,9,3,0,/wnba/players/c/charlti01w.html,2022
