player,team,pos,g,mp,g_2,gs,mp_2,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,link,season
Satou Sabally,DAL,F,11,239,11,6,21.7,3.7,9.4,0.398,0.9,3.9,0.233,2.8,5.5,0.517,2.9,3.2,0.914,0.8,4.8,2.1,0.5,0.2,2.3,3.2,11.3,/wnba/players/s/sabalsa01w.html,2022
Karlie Samuelson,PHO,F,1,10,1,0,10,1,3,0.333,1,3,0.333,0,0,NA,0,0,NA,0,3,1,0,0,1,1,3,/wnba/players/s/samueka01w.html,2022
Katie Lou Samuelson,LAS,F,21,611,21,18,29.1,3.6,8.8,0.411,2,4.9,0.422,1.6,4,0.398,1.2,1.5,0.839,0.6,2.9,2,0.9,0.2,1,1.9,10.5,/wnba/players/s/samueka02w.html,2022
Jessica Shepard,MIN,F,27,719,27,14,26.6,3.3,6.5,0.503,0.2,0.8,0.286,3,5.7,0.532,2.1,2.9,0.731,2.3,7.9,3.3,0.4,0.3,1.5,2,8.9,/wnba/players/s/shepaje01w.html,2022
Aisha Sheppard,LVA,G,18,162,18,0,9,0.5,2.1,0.243,0.4,1.6,0.286,0.1,0.5,0.111,0.3,0.4,0.75,0.3,0.7,0.3,0.2,0.1,0.4,1.3,1.8,/wnba/players/s/sheppai01w.html,2022
Jennie Simms,PHO,G,14,95,14,0,6.8,0.6,1.4,0.474,0.1,0.6,0.222,0.5,0.7,0.7,0.3,0.3,1,0.5,1.1,0.5,0.4,0,0.6,1.1,1.7,/wnba/players/s/simmsje01w.html,2022
Odyssey Sims,MIN,G,2,54,2,0,27,3.5,11.5,0.304,0.5,2,0.25,3,9.5,0.316,2,4.5,0.444,0.5,3.5,3.5,0.5,1,2.5,2,9.5,/wnba/players/s/simsod01w.html,2022
Hannah Sjerven,MIN,C,3,9,3,0,3,0,0.3,0,0,0,NA,0,0.3,0,0,0,NA,0,0,0,0,0.3,0,0.7,0,/wnba/players/s/sjervha01w.html,2022
Destiny Slocum,ATL,G,3,41,3,0,13.7,1.3,3.7,0.364,1,3,0.333,0.3,0.7,0.5,1,1.7,0.6,0,1.3,1.3,0,0,1.7,1.3,4.7,/wnba/players/s/slocude01w.html,2022
Kamiah Smalls,MIN,G,3,34,3,0,11.3,0.7,2.7,0.25,0,1.3,0,0.7,1.3,0.5,0,0,NA,0,1.7,2,1.3,0,1.3,2,1.3,/wnba/players/s/smallka01w.html,2022
Alanna Smith,IND,F,9,116,9,1,12.9,1.6,4.7,0.333,0.7,2.8,0.24,0.9,1.9,0.471,0.6,0.8,0.714,0.9,2.7,0.6,0.9,0.7,0.9,1.9,4.3,/wnba/players/s/smithal01w.html,2022
Kianna Smith,LAS,G,2,27,2,0,13.5,0.5,3.5,0.143,0,3,0,0.5,0.5,1,0,0,NA,1.5,2,1,0.5,0,0,1,1,/wnba/players/s/smithki04w.html,2022
NaLyssa Smith,IND,F,24,739,24,24,30.8,5,11.8,0.426,1,2.8,0.348,4.1,9.1,0.45,2,3.5,0.583,2.3,8.3,1.5,0.4,0.3,2.6,2.8,13.1,/wnba/players/s/smithna01w.html,2022
Azura Stevens,CHI,F-C,24,508,24,6,21.2,4.3,9,0.472,1.2,3.2,0.377,3,5.8,0.525,0.8,1.1,0.692,0.6,3.8,0.6,0.4,0.9,0.7,1.6,10.5,/wnba/players/s/steveaz01w.html,2022
Breanna Stewart,SEA,F,23,695,23,23,30.2,7,15.6,0.45,2,5.4,0.368,5,10.1,0.494,5,5.8,0.866,1.1,7.2,2.9,1.8,1,1.2,2.1,21,/wnba/players/s/stewabr01w.html,2022
Kiah Stokes,LVA,C,21,266,21,0,12.7,0.6,1.6,0.382,0.1,0.9,0.158,0.5,0.7,0.667,0.4,0.6,0.75,0.6,3.5,0.4,0.1,0.7,0.5,0.9,1.8,/wnba/players/s/stokeki01w.html,2022
Brittney Sykes,LAS,G,21,586,21,13,27.9,3.7,9.3,0.4,0.4,1.6,0.265,3.3,7.7,0.429,2.8,3.7,0.744,0.7,3.4,3.9,2.1,0.8,2.6,2.2,10.6,/wnba/players/s/sykesbr01w.html,2022
Stephanie Talbot,SEA,F,23,406,23,1,17.7,2.2,4.7,0.472,0.9,2.4,0.375,1.3,2.3,0.577,0.5,0.8,0.579,0.9,3.6,1.1,0.9,0.4,1.2,1.3,5.8,/wnba/players/t/talbost01w.html,2022
Diana Taurasi,PHO,G,27,849,27,27,31.4,4.9,12.9,0.379,2.9,8.9,0.329,2,4,0.491,3.9,4.4,0.891,0.3,3.1,4,0.6,0.6,2.6,3,16.6,/wnba/players/t/tauradi01w.html,2022
Sparkle Taylor,CHI,G,2,25,2,0,12.5,2.5,3,0.833,0,0.5,0,2.5,2.5,1,0.5,0.5,1,0,1,0,0,0,0.5,1.5,5.5,/wnba/players/t/taylosp01w.html,2022
Alyssa Thomas,CON,F,26,833,26,26,32,4.8,10,0.477,0,0,NA,4.8,10,0.477,3.3,4.5,0.726,2,8,5.6,1.6,0.2,2.9,2.8,12.8,/wnba/players/t/thomaal01w.html,2022
Jasmine Thomas,CON,G,5,109,5,5,21.8,1.6,6,0.267,1,2.6,0.385,0.6,3.4,0.176,2.4,2.6,0.923,0.4,2.2,3,0.6,0.2,1.4,1.4,6.6,/wnba/players/t/thomaja01w.html,2022
Sam Thomas,PHO,F,16,70,16,0,4.4,0.1,0.7,0.182,0,0.5,0,0.1,0.2,0.667,0,0,NA,0.1,0.3,0.3,0.3,0.1,0.1,0.3,0.3,/wnba/players/t/thomasa01w.html,2022
Kayla Thornton,DAL,F,25,688,25,24,27.5,2,5,0.408,0.6,1.9,0.298,1.5,3.1,0.474,1.6,2,0.82,1.7,5.8,1.8,1.1,0.5,1.2,2.6,6.3,/wnba/players/t/thornka01w.html,2022
Kristi Toliver,LAS,G,9,183,9,8,20.3,1.7,4,0.417,1.3,2.9,0.462,0.3,1.1,0.3,1.1,1.3,0.833,0,0.8,3.6,0.4,0,2.3,1.3,5.8,/wnba/players/t/tolivkr01w.html,2022
Brianna Turner,PHO,F,26,877,26,26,33.7,2,3.5,0.589,0,0,NA,2,3.5,0.589,0.6,1.1,0.536,2,7.1,2,1.2,1.5,1.5,2.3,4.7,/wnba/players/t/turnebr01w.html,2022
Courtney Vandersloot,CHI,G,24,627,24,24,26.1,4.1,8.7,0.469,0.9,2.3,0.375,3.2,6.4,0.503,1.8,2.3,0.778,0.7,3.8,6.2,1,0.5,2.7,1.7,10.8,/wnba/players/v/vandeco01w.html,2022
Kia Vaughn,ATL,C,19,269,19,1,14.2,1.3,3.1,0.424,0,0.1,0,1.3,3.1,0.431,0.3,0.5,0.667,1.1,3.3,0.9,0.3,0.4,1.6,1.8,2.9,/wnba/players/v/vaughki01w.html,2022
Victoria Vivians,IND,G,27,736,27,24,27.3,3.8,11.1,0.341,1.4,4.7,0.294,2.4,6.4,0.376,1.4,2,0.736,0.6,3.6,2.6,1.1,0.2,2.1,2.3,10.4,/wnba/players/v/viviavi01w.html,2022
Jasmine Walker,LAS,F,21,161,21,1,7.7,0.6,2.1,0.267,0.3,1.6,0.182,0.3,0.6,0.5,0,0,NA,0.3,1.3,0.1,0.1,0.1,0.6,0.7,1.4,/wnba/players/w/walkeja01w.html,2022
Megan Walker,ATL,F,12,115,12,0,9.6,1.2,3.2,0.368,0.6,1.6,0.368,0.6,1.6,0.368,0.3,0.5,0.667,0.3,0.8,0.4,0.3,0,1,0.7,3.3,/wnba/players/w/walkeme01w.html,2022
Shatori Walker-Kimbrough,WAS,G,26,533,26,3,20.5,2.4,5.9,0.403,0.8,2.3,0.35,1.6,3.6,0.436,1.5,1.7,0.909,0.3,2,1.3,1,0.2,1.1,1.3,7.1,/wnba/players/w/walkesh01w.html,2022
Kristy Wallace,ATL,G,23,516,23,16,22.4,2.4,6,0.403,1,2.7,0.377,1.4,3.4,0.423,1.3,1.7,0.775,0.7,2.6,2.3,0.7,0.2,1.3,2.2,7.2,/wnba/players/w/wallakr01w.html,2022
Erica Wheeler,ATL,G,20,505,20,20,25.3,3.3,9,0.361,0.8,2.5,0.327,2.5,6.6,0.374,1,1.3,0.769,0.5,2.6,4.1,1,0.1,2.7,2.5,8.3,/wnba/players/w/wheeler01w.html,2022
Sami Whitcomb,NYL,G,24,586,24,6,24.4,2.5,6.8,0.372,2,5.5,0.356,0.6,1.3,0.438,0.6,0.8,0.833,0.4,2.8,2.8,0.6,0.2,1.8,1.9,7.7,/wnba/players/w/whitcsa01w.html,2022
Courtney Williams,CON,G,24,675,24,24,28.1,4.9,11.3,0.435,0.7,2.1,0.333,4.2,9.2,0.459,0.7,0.9,0.762,0.7,4.7,3.3,1.1,0.5,1.8,1.7,11.2,/wnba/players/w/willico01w.html,2022
Elizabeth Williams,WAS,C-F,21,342,21,0,16.3,2.3,5.1,0.458,0,0,NA,2.3,5.1,0.458,1,1.6,0.588,1.6,4.3,0.5,0.7,0.8,0.7,1.6,5.6,/wnba/players/w/williel01w.html,2022
Gabby Williams,SEA,F,25,631,25,25,25.2,2.8,6.6,0.416,0.4,1.8,0.2,2.4,4.8,0.496,0.8,1.2,0.724,1.2,5,2.8,1.4,0.4,1.2,1.5,6.7,/wnba/players/w/williga01w.html,2022
Kiana Williams,SEA,G,3,27,3,0,9,0.7,2.7,0.25,0.3,1.3,0.25,0.3,1.3,0.25,0,0,NA,0,0.7,1.7,0,0,0.7,0.3,1.7,/wnba/players/w/williki02w.html,2022
Riquna Williams,LVA,G,11,206,11,0,18.7,2.3,5.9,0.385,1.8,4.8,0.377,0.5,1.1,0.417,0.9,1.4,0.667,0.3,1.5,1.3,0.5,0.1,0.4,2.1,7.3,/wnba/players/w/williri02w.html,2022
Jocelyn Willoughby,NYL,F-G,5,88,5,4,17.6,2.2,4.6,0.478,0.6,2,0.3,1.6,2.6,0.615,0.8,1.6,0.5,0.2,2.4,0.6,0.8,0.4,1.2,0.8,5.8,/wnba/players/w/willojo01w.html,2022
A'ja Wilson,LVA,F,26,765,26,26,29.4,6.9,13.8,0.5,0.8,2.2,0.351,6.2,11.7,0.528,4.5,5.5,0.818,2,9.9,1.7,1.2,2.2,1.7,2.1,19.1,/wnba/players/w/wilsoa01w.html,2022
Han Xu,NYL,C,21,381,21,0,18.1,3.9,7,0.551,0.5,1.1,0.458,3.3,5.9,0.569,1.2,1.7,0.743,1.1,3.7,0.8,0.7,0.8,0.7,1,9.5,/wnba/players/x/xuha01w.html,2022
Jackie Young,LVA,G,24,812,24,24,33.8,5.9,12,0.49,1.5,3.4,0.432,4.4,8.6,0.512,3.4,3.9,0.862,1,4.1,4.3,1.6,0.2,1.4,2.4,16.6,/wnba/players/y/youngja01w.html,2022
Li Yueru,CHI,C,13,73,13,0,5.6,0.5,1.2,0.438,0,0,NA,0.5,1.2,0.438,0.9,0.9,1,0.3,1.8,0.2,0.2,0.2,0.8,0.5,2,/wnba/players/y/yueruli01w.html,2022
Emma Cannon,TOT,F,16,179,16,0,11.2,2.1,3.9,0.532,0.1,0.4,0.286,1.9,3.4,0.564,1.4,2,0.688,0.6,2.3,0.6,0.3,0,0.6,1.8,5.6,/wnba/players/c/cannoem01w.html,2022
Tina Charles,TOT,C,23,672,23,16,29.2,5.9,13,0.453,1.2,3.3,0.36,4.7,9.7,0.484,2.2,2.8,0.797,1,6.8,1.7,0.7,0.6,2.4,2.7,15.1,/wnba/players/c/charlti01w.html,2022
Crystal Dangerfield,TOT,G,22,461,22,16,21,1.7,4.7,0.359,0.6,2.2,0.292,1,2.5,0.418,0.7,0.9,0.789,0.5,2.1,2.5,0.6,0.1,1,1.2,4.7,/wnba/players/d/dangecr01w.html,2022
Kaela Davis,TOT,F,2,28,2,0,14,2,4,0.5,1,1.5,0.667,1,2.5,0.4,0.5,0.5,1,0.5,1.5,0.5,1,0,1.5,3.5,5.5,/wnba/players/d/daviska01w.html,2022
Rennia Davis,TOT,F,3,13,3,0,4.3,0.3,1.7,0.2,0,0,NA,0.3,1.7,0.2,0,0,NA,1,1,0,0.3,0,0.3,0.3,0.7,/wnba/players/d/davisre01w.html,2022
AD Durr,TOT,G,24,359,24,2,15,2.4,6.1,0.397,0.9,2.3,0.389,1.5,3.8,0.402,1.3,1.6,0.795,0.3,1.2,1.3,0.4,0.2,0.9,1.3,7,/wnba/players/d/durras01w.html,2022
Reshanda Gray,TOT,F,19,170,19,0,8.9,1.2,2.3,0.523,0.2,0.5,0.333,1.1,1.8,0.571,0.3,0.5,0.667,0.8,2.1,0.3,0.3,0.2,0.9,2.1,2.9,/wnba/players/g/grayre01w.html,2022
Bria Hartley,TOT,G,11,99,11,0,9,0.8,2.5,0.321,0.3,0.8,0.333,0.5,1.7,0.316,0.4,0.5,0.667,0.1,1,1.1,0.2,0,0.9,0.5,2.3,/wnba/players/h/hartlbr01w.html,2022
Moriah Jefferson,TOT,G,22,607,22,21,27.6,3.9,8.5,0.46,1.2,2.6,0.474,2.7,5.9,0.454,2,2.4,0.83,0.4,2.5,4.8,1.3,0.1,2,2.5,11,/wnba/players/j/jeffemo01w.html,2022
Stephanie Jones,TOT,F,5,27,5,0,5.4,0.6,1.6,0.375,0.2,0.4,0.5,0.4,1.2,0.333,0.4,0.4,1,0.2,0.4,0.4,0.2,0,0,1,1.8,/wnba/players/j/jonesst01w.html,2022
Yvonne Turner,TOT,G,6,104,6,2,17.3,1.3,4.5,0.296,0.5,1.2,0.429,0.8,3.3,0.25,1.2,1.5,0.778,0.5,2,1.8,0.5,0,2.2,1.7,4.3,/wnba/players/t/turneyv01w.html,2022
Evina Westbrook,TOT,G,17,187,17,2,11,0.9,2.7,0.326,0.2,0.9,0.188,0.7,1.8,0.4,0.4,0.5,0.667,0.1,1.2,1.4,0.4,0.4,0.8,1,2.3,/wnba/players/w/westbev01w.html,2022
Emma Cannon,PHO,F,1,6,1,0,6,1,1,1,0,0,NA,1,1,1,1,2,0.5,0,2,1,0,0,0,0,3,/wnba/players/c/cannoem01w.html,2022
Tina Charles,PHO,C,16,530,16,16,33.1,6.5,14.8,0.441,1.5,4.1,0.364,5,10.6,0.471,2.8,3.4,0.8,0.9,7.3,2.1,0.8,0.8,2.4,2.7,17.3,/wnba/players/c/charlti01w.html,2022
Crystal Dangerfield,IND,G,3,49,3,0,16.3,2,4.7,0.429,0.7,2,0.333,1.3,2.7,0.5,1.3,1.3,1,0.3,1,3.3,0,0.7,1,0.3,6,/wnba/players/d/dangecr01w.html,2022
Kaela Davis,CHI,F,1,10,1,0,10,0,1,0,0,0,NA,0,1,0,0,0,NA,0,1,1,0,0,2,3,0,/wnba/players/d/daviska01w.html,2022
Rennia Davis,MIN,F,1,3,1,0,3,1,1,1,0,0,NA,1,1,1,0,0,NA,0,0,0,0,0,1,0,2,/wnba/players/d/davisre01w.html,2022
AD Durr,NYL,G,10,70,10,0,7,0.3,1.7,0.176,0.1,0.9,0.111,0.2,0.8,0.25,0.7,0.8,0.875,0,0.1,0.4,0.4,0.2,0.5,0.4,1.4,/wnba/players/d/durras01w.html,2022
Reshanda Gray,SEA,F,11,85,11,0,7.7,0.9,1.8,0.5,0.2,0.3,0.667,0.7,1.5,0.471,0.5,0.5,0.833,1,2.2,0.1,0.2,0,0.8,1.7,2.5,/wnba/players/g/grayre01w.html,2022
Bria Hartley,IND,G,10,87,10,0,8.7,0.9,2.6,0.346,0.3,0.9,0.333,0.6,1.7,0.353,0.4,0.6,0.667,0.1,1,1,0.1,0,0.9,0.5,2.5,/wnba/players/h/hartlbr01w.html,2022
Moriah Jefferson,DAL,G,1,4,1,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,/wnba/players/j/jeffemo01w.html,2022
Stephanie Jones,WAS,F,3,19,3,0,6.3,1,2.3,0.429,0.3,0.7,0.5,0.7,1.7,0.4,0,0,NA,0.3,0.7,0.3,0.3,0,0,1.3,2.3,/wnba/players/j/jonesst01w.html,2022
Yvonne Turner,MIN,G,4,88,4,2,22,2,6.5,0.308,0.8,1.8,0.429,1.3,4.8,0.263,1.5,1.8,0.857,0.5,2.5,2.5,0.5,0,3,2.5,6.3,/wnba/players/t/turneyv01w.html,2022
Evina Westbrook,MIN,G,14,173,14,2,12.4,1,3.1,0.318,0.1,1,0.143,0.9,2.1,0.4,0.4,0.6,0.667,0.1,1.4,1.4,0.4,0.4,0.9,1,2.6,/wnba/players/w/westbev01w.html,2022
Emma Cannon,IND,F,15,173,15,0,11.5,2.1,4.1,0.525,0.1,0.5,0.286,2,3.6,0.556,1.4,2,0.7,0.6,2.3,0.6,0.3,0,0.7,1.9,5.8,/wnba/players/c/cannoem01w.html,2022
Kaela Davis,SEA,F,1,18,1,0,18,4,7,0.571,2,3,0.667,2,4,0.5,1,1,1,1,2,0,2,0,1,4,11,/wnba/players/d/daviska01w.html,2022
Rennia Davis,IND,F,2,10,2,0,5,0,2,0,0,0,NA,0,2,0,0,0,NA,1.5,1.5,0,0.5,0,0,0.5,0,/wnba/players/d/davisre01w.html,2022
Moriah Jefferson,MIN,G,21,603,21,21,28.7,4.1,8.9,0.46,1.3,2.7,0.474,2.8,6.2,0.454,2.1,2.5,0.83,0.4,2.6,5,1.4,0.1,2.1,2.6,11.6,/wnba/players/j/jeffemo01w.html,2022
Crystal Dangerfield,NYL,G,19,412,19,16,21.7,1.6,4.7,0.348,0.6,2.2,0.286,1,2.5,0.404,0.6,0.8,0.733,0.6,2.3,2.4,0.7,0,1,1.3,4.5,/wnba/players/d/dangecr01w.html,2022
Stephanie Jones,CON,F,2,8,2,0,4,0,0.5,0,0,0,NA,0,0.5,0,1,1,1,0,0,0.5,0,0,0,0.5,1,/wnba/players/j/jonesst01w.html,2022
Yvonne Turner,ATL,G,2,16,2,0,8,0,0.5,0,0,0,NA,0,0.5,0,0.5,1,0.5,0.5,1,0.5,0.5,0,0.5,0,0.5,/wnba/players/t/turneyv01w.html,2022
AD Durr,ATL,G,14,289,14,2,20.6,3.9,9.2,0.426,1.4,3.2,0.444,2.5,6,0.417,1.7,2.2,0.774,0.5,1.9,1.9,0.4,0.1,1.1,2,11,/wnba/players/d/durras01w.html,2022
Bria Hartley,CON,G,1,12,1,0,12,0,2,0,0,0,NA,0,2,0,0,0,NA,0,1,2,1,0,1,0,0,/wnba/players/h/hartlbr01w.html,2022
Reshanda Gray,PHO,F,8,85,8,0,10.6,1.6,3,0.542,0.1,0.8,0.167,1.5,2.3,0.667,0.1,0.4,0.333,0.6,2,0.5,0.5,0.4,1.1,2.5,3.5,/wnba/players/g/grayre01w.html,2022
Evina Westbrook,WAS,G,3,14,3,0,4.7,0.3,0.7,0.5,0.3,0.7,0.5,0,0,NA,0,0,NA,0,0,1,0.3,0,0.7,1,1,/wnba/players/w/westbev01w.html,2022
Tina Charles,SEA,C,7,142,7,0,20.3,4.4,8.9,0.5,0.4,1.3,0.333,4,7.6,0.528,1,1.3,0.778,1.3,5.9,0.9,0.6,0.3,2.4,2.7,10.3,/wnba/players/c/charlti01w.html,2022
