player,tm,season,pos,g,mp,gs,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,link
Allie Quigley,CHI,2019,G,34,972,34,8.6,17.5,0.493,4,9.1,0.442,4.6,8.4,0.548,2.4,2.7,0.87,0.7,5.1,4.3,1.4,0.4,2.3,3.1,23.7,17.8,0.632,0.608,0.522,0.156,1.6,5.8,14.5,1.4,0.5,11,18.7,117,105,3.2,0.5,3.7,0.154,18.5,0.478,0.069,0.107,0.121,0.182,0.522,0.548,0.708,0.622,0.452,0.508,0.442,0.637,0.888,0.177,0.438,3.1,7,17,16,22,10,17,NA,193,4,7,/wnba/players/q/quiglal01w.html
Nayo Raincock-Ekunwe,NYL,2019,F,28,367,1,5.9,10.8,0.544,0.1,0.4,0.333,5.8,10.4,0.553,2.2,3.4,0.64,5.3,10.6,1.6,1.1,0.5,3,5.9,14.1,11.3,0.572,0.551,0.038,0.316,12,11.9,5.4,1.1,0.9,19.6,13.3,105,110,0.5,0,0.4,0.047,4.3,0.962,0.658,0.241,0.038,0.025,0.038,0.553,0.635,0.368,0.333,0.5,0.333,0.69,1,0,NA,-1.2,13.2,6,6,17,4,14,NA,28,4,11,/wnba/players/r/raincna01w.html
Danielle Robinson,MIN,2019,G,34,919,25,7.7,17.7,0.437,0.5,2.3,0.22,7.2,15.4,0.469,3.2,3.7,0.879,1.2,6.6,7,2.4,0.4,3.9,3.4,19.2,14.3,0.497,0.451,0.13,0.209,3,7.9,22.4,2.4,0.7,16.9,20.3,99,99,0.8,1.4,2.3,0.098,10.9,0.87,0.332,0.19,0.136,0.212,0.13,0.469,0.562,0.317,0.488,0.448,0.22,0.496,1,0.293,0.25,7,10,43,18,17,3,25,NA,288,7,27,/wnba/players/r/robinda01w.html
Sugar Rodgers,LVA,2019,G,33,382,0,5.2,14.4,0.36,3.9,10.9,0.357,1.3,3.5,0.37,0.4,0.6,0.6,0.5,6.2,5.1,1.7,1.6,3.5,4.8,14.6,9.5,0.499,0.495,0.757,0.045,1.2,6.8,16,1.7,2.6,19.3,15.8,90,98,-0.1,0.6,0.5,0.053,21.9,0.243,0.054,0.072,0.018,0.09,0.757,0.37,0.667,0.25,0,0.4,0.357,0.7,0.933,0.107,0.111,3.8,-4,13,6,23,0,1,NA,88,0,5,/wnba/players/r/rodgesu01w.html
Tierra Ruffin-Pratt,LAS,2019,G,34,856,33,4.3,11.7,0.367,1.5,4.3,0.342,2.8,7.3,0.382,2.1,2.4,0.854,1.2,4.9,3.4,1.5,1.2,1.7,5.4,12.1,8.6,0.477,0.431,0.372,0.209,2.7,5.5,9.9,1.5,2,11.9,12.6,99,102,0.5,0.9,1.5,0.069,15.2,0.628,0.148,0.148,0.219,0.112,0.372,0.382,0.586,0.414,0.256,0.318,0.342,0.596,0.92,0.205,0.2,4.6,4,16,5,33,7,22,NA,134,5,9,/wnba/players/r/ruffiti01w.html
Mercedes Russell,SEA,2019,C,34,870,30,6.4,12.4,0.52,0,0,NA,6.4,12.4,0.52,2.5,3.9,0.646,4.9,12.6,2.1,2.2,1,2,5.2,15.4,15.5,0.546,0.52,0,0.319,10.9,14.6,7,2.2,1.7,12.4,14,112,99,1.8,1.3,3.1,0.143,5.3,1,0.456,0.407,0.088,0.054,0,0.52,0.634,0.47,0.222,0.364,NA,0.736,NA,NA,NA,1.8,6.8,9,11,27,10,30,NA,80,9,24,/wnba/players/r/russeme01w.html
Katie Lou Samuelson,CHI,2019,F,20,153,0,3.8,12.2,0.316,2.6,9.3,0.276,1.3,2.9,0.444,5.1,6.4,0.8,1.3,5.4,2.2,1.9,0.6,1.6,4.8,15.4,10.3,0.513,0.421,0.763,0.526,3.1,6.2,6.5,1.9,1,9.7,14.7,106,104,0.2,0.1,0.3,0.089,21.5,0.237,0.105,0.026,0,0.105,0.763,0.444,0.75,0,NA,0.25,0.276,1,1,0.103,0.333,-4,-5.8,4,1,5,0,6,NA,15,0,3,/wnba/players/s/samueka02w.html
Jessica Shepard,MIN,2019,F,6,112,0,5.1,13.3,0.379,0.5,3.2,0.143,4.6,10.1,0.455,2.8,3.7,0.75,4.1,15.6,9.6,0.9,0.5,6.9,4.1,13.3,11.2,0.446,0.397,0.241,0.276,10,18.6,28.5,0.9,0.8,31.6,19,86,98,-0.1,0.2,0.1,0.024,13,0.759,0.345,0.034,0.138,0.241,0.241,0.455,0.6,0,0.5,0.286,0.143,0.9,1,0.143,0,16.8,14.2,11,1,3,1,4,NA,46,0,1,/wnba/players/s/shepaje01w.html
Odyssey Sims,MIN,2019,G,34,1083,34,9,21.6,0.415,1.2,4.4,0.269,7.8,17.2,0.453,4.2,5.3,0.795,1.1,5.4,8.8,2.2,0.2,5.3,3.2,23.4,15,0.488,0.443,0.204,0.246,2.7,6.5,29.3,2.2,0.3,18.2,25.5,96,100,0.7,1.4,2.1,0.078,12,0.796,0.229,0.235,0.191,0.141,0.204,0.453,0.596,0.421,0.448,0.281,0.269,0.396,0.88,0.151,0.286,4.3,2.8,67,31,22,12,47,NA,429,12,28,/wnba/players/s/simsod01w.html
Alanna Smith,PHO,2019,F,18,134,0,3.1,16.1,0.195,0.8,7.1,0.111,2.4,9.1,0.261,0.4,0.8,0.5,4.3,13.8,1.6,2,2,3.1,7.1,7.5,1.1,0.227,0.22,0.439,0.049,9.8,15,4.8,2,2.9,16,17.7,57,99,-0.7,0.2,-0.5,-0.138,13.6,0.561,0.171,0.341,0.024,0.024,0.439,0.261,0.429,0.071,1,1,0.111,0.333,1,0.056,1,0.2,2.3,4,2,7,1,0,NA,10,0,4,/wnba/players/s/smithal01w.html
Azura Stevens,DAL,2019,F-C,9,144,1,7.1,19.9,0.358,0.4,3.4,0.111,6.8,16.5,0.409,1.5,1.9,0.8,5.6,12,1.9,1.9,3.8,3.4,4.5,16.1,11.8,0.389,0.368,0.17,0.094,11.7,13.2,6.7,1.9,6.1,14,20.6,84,102,-0.2,0.2,-0.1,-0.015,10.5,0.83,0.113,0.453,0.132,0.132,0.17,0.409,0.5,0.333,0.714,0.286,0.111,0.5,1,0.111,0,-26,-19.2,3,3,6,1,3,NA,12,1,12,/wnba/players/s/steveaz01w.html
Shekinna Stricklen,CON,2019,F,34,804,34,6.6,16.1,0.408,4.8,12.6,0.382,1.8,3.5,0.5,1.4,1.7,0.815,0.6,4.1,2.5,2.2,0.4,1.8,5,19.4,12.9,0.573,0.557,0.78,0.106,1.2,4.6,7.8,2.2,0.8,9.5,15.9,112,102,1.7,0.9,2.6,0.129,21.5,0.22,0.063,0.067,0.031,0.059,0.78,0.5,0.875,0.471,0.375,0.2,0.382,0.714,0.947,0.136,0.481,11.7,16.2,19,2,25,4,9,NA,88,4,1,/wnba/players/s/stricsh01w.html
Carolyn Swords,LVA,2019,C,29,257,4,6.2,14.1,0.438,0,0,NA,6.2,14.1,0.438,2.1,2.5,0.846,3.7,12.1,1.9,1.3,0.6,3.3,5.2,14.4,9.5,0.476,0.438,0,0.178,8.3,13.4,6.3,1.3,1,17.8,16,91,98,-0.1,0.4,0.4,0.055,7.4,1,0.26,0.384,0.164,0.11,0,0.438,0.579,0.429,0.333,0.375,NA,0.719,NA,NA,NA,-7.8,-17.6,6,3,8,5,5,NA,18,1,11,/wnba/players/s/swordca01w.html
Brittney Sykes,ATL,2019,G,34,880,27,7.5,20.6,0.365,1.6,6.3,0.259,5.9,14.3,0.412,3.8,5.3,0.703,1.5,8.9,5,1.2,0.9,4,3.5,20.4,11.3,0.445,0.405,0.308,0.259,3,9.1,19.6,1.2,1.5,14.8,23.1,88,103,-0.8,0.8,0,-0.001,12.5,0.692,0.293,0.199,0.083,0.117,0.308,0.412,0.505,0.429,0.31,0.22,0.259,0.39,0.857,0.269,0.276,-5.8,10.3,31,25,25,7,41,NA,201,10,29,/wnba/players/s/sykesbr01w.html
Stephanie Talbot,MIN,2019,F,33,561,10,5.2,14.1,0.37,2.8,8.7,0.326,2.4,5.4,0.441,2.5,2.8,0.871,1.7,7.2,3.8,2.8,0.8,3.9,3.4,15.8,11.4,0.513,0.471,0.617,0.201,4,8.7,11.2,2.8,1.4,20,16.8,94,98,0.1,1,1.1,0.077,19.2,0.383,0.117,0.091,0.104,0.071,0.617,0.441,0.444,0.5,0.438,0.364,0.326,0.5,1,0.126,0.5,-0.9,-8,29,7,23,2,11,NA,90,1,3,/wnba/players/t/talbost01w.html
Diana Taurasi,PHO,2019,G,6,129,6,1.6,15.9,0.103,0.4,9.8,0.042,1.2,6.1,0.2,6.9,7.4,0.944,0.4,7.8,13.1,0.8,0.4,5.3,6.1,10.6,3.7,0.277,0.115,0.615,0.462,0.9,8.5,38.4,0.8,0.6,21.7,22,70,104,-0.5,0.1,-0.4,-0.137,19.5,0.385,0.077,0.077,0.128,0.103,0.615,0.2,0.333,0.333,0,0.25,0.042,0,1,0.042,0,-18.5,-18.5,8,3,4,2,6,NA,70,0,1,/wnba/players/t/tauradi01w.html
Alyssa Thomas,CON,2019,F,34,1026,34,8.3,16.5,0.505,0,0,0,8.3,16.5,0.506,3,6,0.496,4.1,13.1,5.2,3.3,0.6,3.4,4.8,19.6,18.3,0.513,0.505,0.003,0.363,8.8,14.7,17.2,3.3,1.1,15.2,19.2,103,96,1.7,2.1,3.7,0.145,5,0.997,0.381,0.505,0.105,0.006,0.003,0.506,0.685,0.399,0.371,0.5,0,0.649,NA,0,NA,9.5,17.8,33,10,34,18,56,NA,248,21,30,/wnba/players/t/thomaal01w.html
Jasmine Thomas,CON,2019,G,34,1009,34,7,17.9,0.392,2.3,6.2,0.366,4.7,11.7,0.405,2.8,3.5,0.8,1,4.9,8.8,2.4,0.3,4.7,3.1,19.1,13.9,0.491,0.455,0.346,0.197,2,5.5,28.3,2.4,0.4,19.4,20.6,97,101,0.8,1.2,2,0.078,14.5,0.654,0.192,0.172,0.132,0.158,0.346,0.405,0.618,0.377,0.255,0.304,0.366,0.245,0.844,0.228,0.464,8.2,11.9,69,19,30,1,30,NA,405,2,15,/wnba/players/t/thomaja01w.html
Kayla Thornton,DAL,2019,F,27,822,25,6.5,19,0.343,1.8,6.8,0.272,4.7,12.2,0.382,3.6,3.8,0.931,3.2,9.4,3.2,1.6,0.5,2.9,3.9,18.4,11.5,0.445,0.391,0.356,0.201,6.7,10.3,11.1,1.6,0.9,12.3,20.2,94,106,0.2,0.4,0.6,0.027,14.8,0.644,0.152,0.218,0.142,0.131,0.356,0.382,0.568,0.349,0.366,0.237,0.272,0.437,0.821,0.126,0.231,-9,-0.5,18,10,13,6,24,NA,113,4,15,/wnba/players/t/thornka01w.html
Shao Ting,MIN,2019,F,5,27,0,3.8,19.1,0.2,0,0,NA,3.8,19.1,0.2,3.8,5.7,0.667,3.8,11.4,3.8,0,1.9,3.8,11.4,11.4,-1.6,0.265,0.2,0,0.3,9.2,13.7,10.9,0,3.2,15,22.1,66,101,-0.1,0,-0.1,-0.134,6.2,1,0.1,0.8,0,0.1,0,0.2,0,0.25,NA,0,NA,1,NA,NA,NA,-31,-35.4,0,0,3,0,2,NA,4,1,1,/wnba/players/t/tingsh01w.html
Kristi Toliver,WAS,2019,G,23,678,23,8.9,18.1,0.494,2.8,7.7,0.36,6.1,10.4,0.593,2.3,2.7,0.857,0.8,5.1,10.5,2.1,0.2,3.6,2.4,22.9,20.9,0.595,0.57,0.426,0.149,2,6,31.3,2.1,0.2,15.8,20,118,103,2.7,0.6,3.3,0.196,16.9,0.574,0.123,0.14,0.123,0.162,0.426,0.593,0.828,0.576,0.414,0.526,0.36,0.338,0.639,0.15,0.667,14,-2,28,14,9,1,13,NA,300,1,3,/wnba/players/t/tolivkr01w.html
Morgan Tuck,CON,2019,F,33,352,0,6.5,16.8,0.388,2.2,6.1,0.357,4.3,10.7,0.405,2.6,4.3,0.6,2.6,9.5,4,1.9,0.4,4.3,6.4,17.8,10,0.476,0.453,0.362,0.259,5.6,10.7,12.8,1.9,0.8,18.8,19.6,91,100,-0.1,0.5,0.3,0.039,13.2,0.638,0.216,0.293,0.052,0.078,0.362,0.405,0.6,0.265,0.5,0.333,0.357,0.7,1,0.048,0.5,-5.7,-14.6,13,4,18,7,14,NA,63,4,11,/wnba/players/t/tuckmo01w.html
Brianna Turner,PHO,2019,F,29,462,12,5.6,10.4,0.538,0,0,NA,5.6,10.4,0.538,2.2,3,0.731,5.1,13.7,1.7,0.8,2.4,2.2,5.7,13.4,14,0.571,0.538,0,0.286,11.6,15,5.7,0.8,3.6,15.6,12.5,112,101,0.9,0.5,1.4,0.125,3,1,0.681,0.286,0.022,0.011,0,0.538,0.645,0.308,0.5,0,NA,0.837,NA,NA,NA,-1.7,0.2,6,5,21,8,15,NA,34,2,11,/wnba/players/t/turnebr01w.html
Yvonne Turner,PHO,2019,G,29,595,14,5.2,15.2,0.343,2.3,7,0.329,2.9,8.2,0.355,3.8,4.3,0.878,0.7,7.1,5.9,1.6,0.2,5.2,3.3,16.6,9.1,0.483,0.419,0.459,0.285,1.6,7.7,19.5,1.6,0.3,23.4,20.1,85,104,-0.7,0.5,-0.3,-0.017,15.3,0.541,0.192,0.198,0.023,0.128,0.459,0.355,0.545,0.353,0.25,0.091,0.329,0.273,0.846,0.304,0.417,-2.3,-0.7,29,15,19,6,17,NA,151,1,7,/wnba/players/t/turneyv01w.html
Maria Vadeeva,LAS,2019,C,15,180,1,14.4,29.4,0.49,1.4,4.5,0.313,13,24.9,0.523,2.8,3.7,0.769,5.1,16.4,2.8,4.2,0.8,5.1,6.5,33.1,24.8,0.533,0.514,0.154,0.125,11.4,18.3,11.8,4.2,1.4,14.1,31.6,97,90,0.2,0.5,0.7,0.159,9.6,0.846,0.269,0.385,0.106,0.087,0.154,0.523,0.607,0.475,0.545,0.444,0.313,0.717,0.8,0.125,0.5,1.7,-1.6,3,6,10,5,8,NA,21,3,6,/wnba/players/v/vadeema01w.html
Courtney Vandersloot,CHI,2019,G,33,991,33,6.7,14.8,0.452,1.5,5.3,0.29,5.1,9.5,0.542,3.4,4,0.85,1,7.1,14.8,2.2,0.7,4.7,2.5,18.3,20.5,0.552,0.503,0.358,0.268,2.4,8.1,47,2.2,1.1,22.3,18.9,111,102,3,1.1,4.1,0.166,13,0.642,0.361,0.104,0.077,0.1,0.358,0.542,0.63,0.419,0.391,0.467,0.29,0.337,0.71,0.112,0.417,4.4,12.7,66,19,21,1,25,NA,691,7,17,/wnba/players/v/vandeco01w.html
Ashley Walker,LAS,2019,F-C,3,22,0,2.3,25.5,0.091,0,11.6,0,2.3,13.9,0.167,0,0,NA,4.6,6.9,6.9,2.3,0,0,9.3,4.6,-6.1,0.091,0.091,0.455,0,10.4,7.8,19.2,2.3,0,0,22.3,48,102,-0.2,0,-0.1,-0.264,13.7,0.545,0.091,0.455,0,0,0.455,0.167,1,0,NA,NA,0,0,NA,0.4,0,-22.9,-26.4,0,0,4,0,0,NA,6,0,3,/wnba/players/w/walkeas01w.html
Shatori Walker-Kimbrough,WAS,2019,G,34,580,1,6.8,15.8,0.432,2,6.4,0.31,4.9,9.4,0.514,4.8,5.1,0.93,1.5,4.8,3.8,2.5,0.7,3.1,3.7,20.4,15.2,0.564,0.494,0.403,0.324,3.6,5.6,10.6,2.5,1.1,14.5,18.5,109,102,1.3,0.6,1.9,0.13,15.5,0.597,0.176,0.199,0.08,0.136,0.403,0.514,0.71,0.486,0.429,0.375,0.31,0.519,0.727,0.254,0.278,11.2,-6.9,16,13,15,1,26,NA,96,4,5,/wnba/players/w/walkesh01w.html
Avery Warley-Talbert,NYL,2019,C,3,35,0,1.4,7.2,0.2,0,0,NA,1.4,7.2,0.2,1.4,2.9,0.5,4.3,10.1,0,0,2.9,5.8,10.1,4.3,-4.1,0.255,0.2,0,0.4,9.7,11.4,0,0,4.7,40.5,12.3,47,109,-0.2,0,-0.2,-0.191,1.5,1,1,0,0,0,0,0.2,0.2,NA,NA,NA,NA,0,NA,NA,NA,-7.5,3.6,2,1,6,0,1,NA,0,0,3,/wnba/players/w/warleav01w.html
Erica Wheeler,IND,2019,G,34,850,34,7.8,18.3,0.426,2.9,7.7,0.384,4.8,10.6,0.457,2.5,2.9,0.872,0.3,6.3,10.5,2.5,0.3,6,4.5,21.1,15.8,0.538,0.507,0.419,0.158,0.7,6.9,35.3,2.5,0.5,23.3,22.1,97,104,0.7,0.7,1.4,0.065,17.2,0.581,0.161,0.104,0.081,0.232,0.419,0.457,0.542,0.29,0.667,0.406,0.384,0.177,0.396,0.08,0.2,0,8.7,55,26,21,6,14,NA,368,3,18,/wnba/players/w/wheeler01w.html
Sami Whitcomb,SEA,2019,G,33,674,13,6.4,17.5,0.366,4.9,14.4,0.342,1.5,3.1,0.475,0.9,0.9,1,1.3,4.5,6.1,2.8,0.3,4.1,3.8,18.6,12.8,0.52,0.507,0.821,0.049,2.9,5.2,20.2,2.8,0.5,18.5,19,97,102,0.4,0.7,1.2,0.07,22.1,0.179,0.067,0.036,0.031,0.04,0.821,0.475,0.467,0.375,0.571,0.556,0.342,0.526,0.762,0.196,0.278,-2.8,-4.2,43,3,26,3,2,NA,174,0,4,/wnba/players/w/whitcsa01w.html
Sydney Wiese,LAS,2019,G,32,659,16,4.3,11.1,0.385,2.6,7.2,0.366,1.6,3.9,0.42,0.7,0.7,1,0.4,3.2,4.4,1.2,0.6,2.5,2.1,11.8,8.5,0.521,0.503,0.65,0.063,0.9,3.6,12.9,1.2,1,17.9,12.1,98,104,0.3,0.5,0.8,0.048,18.2,0.35,0.21,0.077,0,0.063,0.65,0.42,0.467,0.455,NA,0.222,0.366,0.667,0.882,0.215,0.3,5.4,4.4,23,8,19,0,3,NA,127,1,10,/wnba/players/w/wiesesy01w.html
Courtney Williams,CON,2019,G,34,988,34,9.6,22.1,0.435,0.8,1.8,0.457,8.8,20.3,0.433,3.1,3.9,0.8,2.5,9.7,6.6,2.4,0.7,2.9,2.4,23.2,19,0.486,0.453,0.081,0.174,5.3,11,23.2,2.4,1.2,10.8,22.8,104,99,2,1.5,3.5,0.143,13.6,0.919,0.098,0.184,0.295,0.342,0.081,0.433,0.643,0.456,0.433,0.361,0.457,0.485,0.875,0.086,0.333,6.3,4.3,31,18,23,2,23,NA,317,1,13,/wnba/players/w/willico01w.html
Elizabeth Williams,ATL,2019,C-F,32,909,32,6.1,13.4,0.455,0,0,NA,6.1,13.4,0.455,4.7,6.4,0.732,5.6,11.8,2.1,1.4,3,2.3,4,16.8,16.7,0.521,0.455,0,0.477,11.4,12.1,7.8,1.4,4.7,12.6,15.8,107,102,1.7,1,2.7,0.119,4,1,0.549,0.353,0.072,0.026,0,0.455,0.535,0.398,0.176,0.333,NA,0.766,NA,NA,NA,-9.5,0,13,16,29,7,54,NA,87,12,47,/wnba/players/w/williel01w.html
Gabby Williams,CHI,2019,F,33,527,2,7,16.8,0.414,0.7,3.8,0.171,6.3,13,0.486,2.7,3.7,0.725,1.3,6.7,6.3,2.1,0.7,5.1,3.8,17.3,10.4,0.468,0.434,0.227,0.221,3.2,7.6,20.2,2.1,1,21.7,21,87,103,-0.5,0.5,0,-0.001,11.4,0.773,0.376,0.133,0.088,0.177,0.227,0.486,0.603,0.458,0.5,0.25,0.171,0.397,1,0.195,0.25,-3.5,-7.4,36,12,18,6,16,NA,157,3,7,/wnba/players/w/williga01w.html
Riquna Williams,LAS,2019,G,23,593,14,8,20.8,0.384,4.6,11.9,0.391,3.4,8.9,0.375,3.8,4.3,0.88,1.1,5.2,3.2,2.2,0.3,2.4,5,24.4,15.4,0.538,0.496,0.57,0.207,2.5,5.8,10.4,2.2,0.6,9.6,21.9,106,101,1.2,0.7,2,0.132,18.8,0.43,0.116,0.07,0.099,0.145,0.57,0.375,0.536,0.294,0.333,0.314,0.391,0.538,0.852,0.123,0.412,2.1,-1.7,12,5,30,8,21,NA,83,5,6,/wnba/players/w/williri02w.html
A'ja Wilson,LVA,2019,F,26,740,25,10.6,22.1,0.479,0,0.1,0,10.6,22,0.48,7.6,9.6,0.792,2.9,11.2,3.1,0.9,3,3.7,3.5,28.8,21,0.547,0.479,0.003,0.436,6.5,12.4,12,0.9,5,12.5,26.1,105,96,1.7,1.4,3.1,0.168,8,0.997,0.233,0.385,0.252,0.094,0.003,0.48,0.662,0.433,0.434,0.387,0,0.753,NA,0,NA,6.6,-0.5,23,18,31,8,65,NA,102,12,33,/wnba/players/w/wilsoa01w.html
Tanisha Wright,NYL,2019,G,31,613,17,4.4,10.7,0.415,1.1,3.1,0.368,3.3,7.6,0.435,2.1,2.5,0.806,1.7,7.1,10.3,2.6,0.7,4.7,5.5,12.1,12.7,0.512,0.469,0.292,0.238,3.9,8,32.6,2.6,1.2,28.4,14.3,97,106,0.4,0.3,0.6,0.041,13.6,0.708,0.292,0.131,0.069,0.215,0.292,0.435,0.579,0.176,0.333,0.429,0.368,0.525,0.857,0.132,0.4,-8.3,4.8,34,12,15,5,12,NA,284,2,15,/wnba/players/w/wrighta01w.html
Han Xu,NYL,2019,C,18,143,0,8.4,20.4,0.414,1.8,3.5,0.5,6.7,16.9,0.396,0.4,0.7,0.5,0.7,5.3,0.7,1.1,1.4,0.7,2.1,19,10.6,0.459,0.457,0.172,0.034,1.6,6,2.5,1.1,2.3,3.3,18.6,92,109,0,0,0,-0.006,13.4,0.828,0.155,0.155,0.293,0.224,0.172,0.396,0.778,0.333,0.235,0.385,0.5,0.895,1,0.1,0,6.1,19,0,0,5,0,0,NA,5,0,1,/wnba/players/x/xuha01w.html
Jackie Young,LVA,2019,G,34,767,34,4.9,15.2,0.322,0.9,2.8,0.318,4,12.4,0.323,3.8,4.7,0.808,1.5,7.2,9.9,1.7,0.8,3.4,3,14.5,12.4,0.42,0.352,0.186,0.309,3.4,7.9,30.9,1.7,1.3,16.5,18,94,99,0.1,1.2,1.3,0.067,10.4,0.814,0.208,0.381,0.14,0.064,0.186,0.323,0.408,0.256,0.303,0.533,0.318,0.435,0.929,0.023,0,4.3,-5.7,42,5,23,1,34,NA,334,3,28,/wnba/players/y/youngja01w.html
Tamera Young,LVA,2019,F,34,628,4,5.4,14.1,0.38,0.4,1.3,0.313,5,12.8,0.387,3.1,4.8,0.639,2.8,9.8,5.3,1.8,0.3,3.8,4.8,14.2,9.5,0.437,0.394,0.089,0.341,6.2,10.8,16.8,1.8,0.5,18.9,17.4,88,98,-0.4,1,0.6,0.038,11.1,0.911,0.201,0.218,0.24,0.212,0.089,0.387,0.472,0.436,0.395,0.237,0.313,0.492,1,0.188,0.333,7.8,1.8,33,7,23,4,27,NA,137,5,13,/wnba/players/y/youngta01w.html
Amanda Zahui B.,NYL,2019,C,24,558,23,7.3,15.6,0.468,2,6.2,0.319,5.3,9.4,0.567,2.1,2.4,0.852,2.3,13.7,1.9,2.3,3,2.9,7.1,18.7,15.8,0.56,0.532,0.399,0.156,5.3,15.5,6.6,2.3,4.9,14.8,17,101,100,0.6,0.8,1.4,0.098,14.1,0.601,0.225,0.237,0.069,0.069,0.399,0.567,0.718,0.415,0.583,0.583,0.319,0.847,1,0.029,1,-13.3,-4,12,4,35,7,14,NA,48,4,8,/wnba/players/z/zahuiam01w.html
Shavonte Zellous,SEA,2019,G,31,432,4,5.4,14.2,0.379,0.7,3.9,0.188,4.6,10.3,0.452,3.7,4.9,0.75,0.7,5.9,5.5,1.2,0.7,4.3,5.4,15.2,7.8,0.464,0.405,0.276,0.345,1.6,6.8,17.5,1.2,1.2,20.8,17.8,88,104,-0.3,0.4,0.1,0.006,16.4,0.724,0.172,0.103,0.112,0.345,0.276,0.452,0.55,0.333,0.308,0.475,0.188,0.395,0.833,0.125,0.25,-12.7,-17.5,16,8,15,5,19,NA,121,4,11,/wnba/players/z/zellosh01w.html
Kristine Anigwe,TOT,2019,F-C,27,250,0,9.2,28.6,0.324,0,0,NA,9.2,28.6,0.324,9.2,13.5,0.688,11.8,27.7,2.5,3.8,3.4,7.1,16.4,27.7,8.5,0.402,0.324,0,0.471,12.4,15.4,4,1.9,2.8,17.2,17.7,86,101,-0.2,0.3,0.1,0.012,6.7,1,0.25,0.544,0.118,0.088,0,0.324,0.353,0.378,0.125,0.167,NA,0.773,NA,NA,NA,-5.5,-4.1,5,4,16,4,13,NA,13,2,9,/wnba/players/a/anigwkr01w.html
Bridget Carleton,TOT,2019,F,8,40,0,1.8,14,0.125,1.8,7,0.25,0,7,0,0,0,NA,1.8,7,1.8,0,0,1.8,3.5,5.3,-2.8,0.188,0.188,0.5,0,2.7,5.8,3.3,0,0,11.1,9.8,44,107,-0.1,0,-0.1,-0.119,18.2,0.5,0,0.125,0.125,0.25,0.5,0,NA,0,0,0,0.25,NA,1,0.75,0.333,-24.3,-29.1,0,1,2,0,0,NA,2,0,0,/wnba/players/c/carlebr01w.html
Alaina Coates,TOT,2019,C,23,167,0,16.5,31,0.533,0,0,NA,16.5,31,0.533,8.3,14.5,0.571,14.5,41.3,1.4,3.4,7.6,6.2,25.5,41.3,16.5,0.553,0.533,0,0.467,14.7,20.7,2.2,1.5,5.5,14.2,16.9,107,94,0.3,0.4,0.7,0.165,3.8,1,0.556,0.378,0.067,0,0,0.533,0.68,0.353,0.333,NA,NA,0.708,NA,NA,NA,0,3,1,2,19,5,9,NA,4,3,8,/wnba/players/c/coateal01w.html
Theresa Plaisance,TOT,2019,F,31,442,12,42.9,116,0.37,19.9,58,0.342,23,58,0.397,16.7,20.7,0.808,19.1,89.8,27,7.2,15.1,24.6,51.7,122.4,12.9,0.489,0.455,0.5,0.178,6.1,15.1,14.6,1.1,3.8,16.5,19.5,96,101,0.2,0.5,0.7,0.067,17.1,0.5,0.096,0.171,0.178,0.055,0.5,0.397,0.429,0.48,0.269,0.5,0.342,0.655,0.92,0,NA,-8.8,-8.5,20,9,41,0,9,NA,79,1,5,/wnba/players/p/plaisth01w.html
Karlie Samuelson,TOT,2019,F,7,84,0,3.4,15.8,0.214,3.4,13.5,0.25,0,2.3,0,0,0,NA,1.1,4.5,5.6,3.4,1.1,0,9,10.1,4,0.321,0.321,0.857,0,1.3,2.8,8.8,1.9,1,0,7.6,90,106,0,0,0,0.012,22.4,0.143,0,0.071,0.071,0,0.857,0,NA,0,0,NA,0.25,NA,1,0.25,0.333,1.5,4.3,0,0,2,0,0,NA,11,0,1,/wnba/players/s/samueka01w.html
Asia Taylor,TOT,2019,F,12,96,0,7.9,22.2,0.357,0,1.6,0,7.9,20.6,0.385,4.7,6.3,0.75,6.3,16.6,6.3,1.6,0.8,5.5,7.9,20.6,8.5,0.412,0.357,0.071,0.286,10.2,13.2,13.6,1.1,0.9,18.2,18.2,87,102,-0.1,0.1,0,0.008,9.8,0.929,0.25,0.357,0.071,0.25,0.071,0.385,0.714,0.2,0,0.429,0,0.7,NA,0,NA,3.8,2.9,3,2,5,1,4,NA,17,0,4,/wnba/players/t/tayloas01w.html
