player,tm,pos,g,mp,g_2,mp_2,fgpercent,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,link,season
Erica McCall,TOT,F,20,183,20,183,0.356,9.8,0.911,0.244,0.333,0.133,0.2,0.089,0.366,0.636,0.267,0.333,0.222,0.25,0.8,1,0,NA,/wnba/players/m/mccaler01w.html,2020
Shey Peddy,TOT,G,17,257,17,257,0.302,17.9,0.46,0.063,0.238,0.095,0.063,0.54,0.517,0.75,0.533,0.5,0.25,0.118,0.133,1,0.029,1,/wnba/players/p/peddysh01w.html,2020
Erica McCall,ATL,F,1,5,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/m/mccaler01w.html,2020
Stella Johnson,CHI,G,4,6,4,6,0,8.2,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/johnsst01w.html,2020
Jacki Gemelos,CON,G,6,29,6,29,0.5,24.8,0.25,0,0,0,0.25,0.75,0.5,NA,NA,NA,0.5,0.5,0,1,0.333,1,/wnba/players/g/gemelja01w.html,2020
Alisia Jenkins,IND,F,1,2,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/jenkial01w.html,2020
Stephanie Mavunga,IND,F,5,59,5,59,0.444,10.1,0.889,0.056,0.556,0.222,0.056,0.111,0.5,1,0.5,0.25,1,0,0.625,NA,0,NA,/wnba/players/m/mavunst01w.html,2020
Megan Huff,MIN,F,3,5,3,5,0,8.1,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/huffme01w.html,2020
Essence Carson,WAS,G,10,168,10,168,0.288,16,0.61,0.085,0.237,0.085,0.203,0.39,0.306,0.6,0.214,0.4,0.25,0.261,0.636,1,0.217,0.4,/wnba/players/c/carsoes01w.html,2020
Shey Peddy,WAS,G,9,116,9,116,0.31,18.2,0.483,0.034,0.31,0.069,0.069,0.517,0.5,1,0.556,0.5,0,0.133,0,1,0.067,1,/wnba/players/p/peddysh01w.html,2020
Alisia Jenkins,CHI,F,2,3,2,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/jenkial01w.html,2020
Stephanie Mavunga,CHI,F,5,36,5,36,0.455,10.7,0.727,0.182,0.455,0.091,0,0.273,0.625,1,0.6,0,NA,0,0.8,NA,0,NA,/wnba/players/m/mavunst01w.html,2020
Essence Carson,CON,G,11,123,11,123,0.325,19,0.475,0,0.2,0.075,0.2,0.525,0.368,NA,0.25,0.333,0.5,0.286,1,1,0.048,0,/wnba/players/c/carsoes01w.html,2020
Erica McCall,MIN,F,19,178,19,178,0.356,9.8,0.911,0.244,0.333,0.133,0.2,0.089,0.366,0.636,0.267,0.333,0.222,0.25,0.8,1,0,NA,/wnba/players/m/mccaler01w.html,2020
Shey Peddy,PHO,G,8,141,8,141,0.294,17.7,0.441,0.088,0.176,0.118,0.059,0.559,0.533,0.667,0.5,0.5,0.5,0.105,0.25,1,0,NA,/wnba/players/p/peddysh01w.html,2020
Megan Huff,LVA,F,4,11,4,11,0,18.3,0.5,0,0,0.5,0,0.5,0,NA,NA,0,NA,0,NA,NA,1,0,/wnba/players/h/huffme01w.html,2020
Jacki Gemelos,WAS,G,12,193,12,193,0.313,19.7,0.396,0.042,0.208,0.042,0.104,0.604,0.474,1,0.4,0.5,0.4,0.207,0.889,0.833,0.207,0.333,/wnba/players/g/gemelja01w.html,2020
Stella Johnson,WAS,G,5,94,5,94,0.485,14.7,0.576,0.121,0.333,0.03,0.091,0.424,0.368,0.75,0.273,1,0,0.643,0.714,1,0.214,0.667,/wnba/players/j/johnsst01w.html,2020
Alisia Jenkins,PHO,F,2,23,2,23,0.25,15,0.625,0,0.375,0.125,0.125,0.375,0.4,NA,0.333,0,1,0,1,NA,0,NA,/wnba/players/j/jenkial01w.html,2020
Monique Billings,ATL,F,31,740,31,740,0.495,7.1,0.99,0.376,0.297,0.208,0.109,0.01,0.5,0.605,0.4,0.476,0.455,0,0.65,NA,0.5,0,/wnba/players/b/billimo01w.html,2021
Crystal Bradford,ATL,G,24,440,24,440,0.429,14,0.576,0.251,0.204,0.026,0.094,0.424,0.482,0.542,0.462,0.4,0.389,0.358,0.321,0.931,0.198,0.438,/wnba/players/b/bradfcr01w.html,2021
Kalani Brown,ATL,C,1,5,1,5,0.333,6.9,1,0.667,0,0,0.333,0,0.333,0.5,NA,NA,0,NA,1,NA,NA,NA,/wnba/players/b/brownka01w.html,2021
Chennedy Carter,ATL,G,11,280,11,280,0.455,8.5,0.932,0.371,0.265,0.106,0.189,0.068,0.48,0.714,0.4,0.429,0.16,0.111,0.322,1,0.111,0,/wnba/players/c/cartech01w.html,2021
Blake Dietrick,ATL,G,9,141,9,141,0.296,17.2,0.407,0.148,0.148,0,0.111,0.593,0.273,0.75,0,NA,0,0.313,0.667,1,0.25,0.25,/wnba/players/d/dietrbl01w.html,2021
Tianna Hawkins,ATL,F,28,433,28,433,0.397,15.9,0.476,0.238,0.119,0.024,0.095,0.524,0.567,0.667,0.533,0.667,0.333,0.242,0.765,1,0.106,0.286,/wnba/players/h/hawkiti01w.html,2021
Tiffany Hayes,ATL,G,21,595,21,595,0.438,12,0.65,0.313,0.233,0.058,0.046,0.35,0.455,0.587,0.375,0.143,0.364,0.405,0.338,0.824,0.167,0.571,/wnba/players/h/hayesti01w.html,2021
Aari McDonald,ATL,G,30,493,30,493,0.322,18.6,0.402,0.115,0.098,0.109,0.08,0.598,0.343,0.55,0.471,0.105,0.214,0.308,0.125,0.656,0.135,0.286,/wnba/players/m/mcdonaa01w.html,2021
Cheyenne Parker,ATL,F,13,270,13,270,0.455,11,0.727,0.273,0.291,0.109,0.055,0.273,0.5,0.6,0.375,0.5,0.667,0.333,0.875,1,0.133,0.75,/wnba/players/p/parkech01w.html,2021
Odyssey Sims,ATL,G,30,753,30,753,0.37,11.8,0.757,0.25,0.232,0.169,0.106,0.243,0.414,0.493,0.364,0.354,0.433,0.232,0.517,1,0.246,0.176,/wnba/players/s/simsod01w.html,2021
Shekinna Stricklen,ATL,F,24,236,24,236,0.259,22,0.224,0.024,0.047,0.035,0.118,0.776,0.421,1,0.75,0.333,0.2,0.212,1,0.929,0.152,0.3,/wnba/players/s/stricsh01w.html,2021
Courtney Williams,ATL,G,32,1101,32,1101,0.418,16.7,0.813,0.068,0.09,0.198,0.458,0.187,0.426,0.595,0.449,0.426,0.396,0.382,0.339,0.821,0.167,0.353,/wnba/players/w/willico01w.html,2021
Elizabeth Williams,ATL,C-F,32,761,32,761,0.516,3.4,1,0.626,0.303,0.071,0,0,0.516,0.577,0.426,0.364,NA,NA,0.713,NA,NA,NA,/wnba/players/w/williel01w.html,2021
Brittany Boyd,CHI,G,2,22,2,22,0.25,18.7,0.5,0,0.25,0,0.25,0.5,0,NA,0,NA,0,0.5,NA,1,0,NA,/wnba/players/b/boydbr01w.html,2021
Lexie Brown,CHI,G,17,162,17,162,0.263,23,0.132,0.053,0,0.079,0,0.868,0.4,0.5,NA,0.333,NA,0.242,0.5,0.875,0.091,0.333,/wnba/players/b/brownle02w.html,2021
Kahleah Copper,CHI,G-F,32,986,32,986,0.459,9.8,0.775,0.393,0.22,0.08,0.082,0.225,0.503,0.581,0.446,0.433,0.355,0.306,0.667,1,0.212,0.5,/wnba/players/c/coppeka01w.html,2021
Diamond DeShields,CHI,G,32,860,32,860,0.393,12.4,0.744,0.268,0.224,0.093,0.16,0.256,0.425,0.56,0.457,0.276,0.24,0.3,0.636,0.958,0.25,0.3,/wnba/players/d/deshidi01w.html,2021
Stefanie Dolson,CHI,C,24,480,24,480,0.486,13.1,0.678,0.267,0.199,0.062,0.151,0.322,0.525,0.615,0.621,0.444,0.273,0.404,0.885,0.947,0.085,0.25,/wnba/players/d/dolsost01w.html,2021
Shyla Heal,CHI,G,4,31,4,31,0.125,15.2,0.625,0.375,0,0,0.25,0.375,0.2,0.333,NA,NA,0,0,0,NA,0,NA,/wnba/players/h/healsh01w.html,2021
Ruthy Hebard,CHI,F,30,505,30,505,0.529,6.1,0.986,0.391,0.37,0.203,0.022,0.014,0.537,0.796,0.373,0.393,0,0,0.726,NA,0,NA,/wnba/players/h/hebarru01w.html,2021
Astou Ndour,CHI,C-F,20,342,20,342,0.397,10.5,0.707,0.448,0.155,0.052,0.052,0.293,0.463,0.615,0.167,0.333,0.167,0.235,0.816,1,0.235,0.25,/wnba/players/n/ndouras01w.html,2021
Candace Parker,CHI,F-C,23,615,23,615,0.458,11.6,0.711,0.277,0.265,0.107,0.063,0.289,0.511,0.629,0.552,0.333,0.125,0.329,0.565,0.875,0.068,0.4,/wnba/players/p/parkeca01w.html,2021
Allie Quigley,CHI,G,26,635,26,635,0.448,17,0.559,0.056,0.204,0.137,0.163,0.441,0.444,0.6,0.418,0.459,0.409,0.454,0.687,0.926,0.193,0.565,/wnba/players/q/quiglal01w.html,2021
Azura Stevens,CHI,F-C,30,587,30,587,0.5,10.2,0.75,0.383,0.222,0.1,0.044,0.25,0.556,0.667,0.475,0.389,0.375,0.333,0.747,1,0.156,0.143,/wnba/players/s/steveaz01w.html,2021
Courtney Vandersloot,CHI,G,32,977,32,977,0.433,14.4,0.651,0.221,0.144,0.151,0.134,0.349,0.479,0.621,0.465,0.378,0.375,0.346,0.409,0.722,0.096,0.6,/wnba/players/v/vandeco01w.html,2021
Stephanie Watts,CHI,G,6,84,6,84,0.211,14.7,0.474,0.316,0.105,0.053,0,0.526,0.333,0.5,0,0,NA,0.1,0.667,1,0.1,1,/wnba/players/w/wattsst01w.html,2021
DeWanna Bonner,CON,F-G,32,1022,32,1022,0.395,14.8,0.655,0.208,0.146,0.171,0.129,0.345,0.436,0.607,0.407,0.333,0.327,0.317,0.496,0.773,0.201,0.179,/wnba/players/b/bonnede01w.html,2021
DiJonai Carrington,CON,G-F,24,220,24,220,0.329,9.9,0.744,0.427,0.244,0.061,0.012,0.256,0.393,0.514,0.3,0,0,0.143,0.458,1,0.238,0.2,/wnba/players/c/carridi01w.html,2021
Kaila Charles,CON,G-F,30,488,30,488,0.368,11.5,0.752,0.256,0.263,0.128,0.105,0.248,0.39,0.647,0.314,0.059,0.357,0.303,0.667,1,0.303,0.4,/wnba/players/c/charlka01w.html,2021
Aleah Goodman,CON,G,1,3,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/g/goodmal01w.html,2021
Natisha Hiedeman,CON,G,32,644,32,644,0.4,18.8,0.344,0.103,0.144,0.077,0.021,0.656,0.403,0.5,0.286,0.6,0,0.398,0.333,0.686,0.188,0.333,/wnba/players/h/hiedena01w.html,2021
Briann January,CON,G,29,877,29,877,0.425,18.5,0.575,0.084,0.072,0.126,0.293,0.425,0.458,0.643,0.25,0.476,0.449,0.38,0.205,0.889,0.127,0.333,/wnba/players/j/januabr01w.html,2021
Brionna Jones,CON,F,32,980,32,980,0.571,5.2,0.991,0.506,0.306,0.124,0.056,0.009,0.576,0.651,0.529,0.429,0.474,0,0.675,NA,0.333,0,/wnba/players/j/jonesbr01w.html,2021
Jonquel Jones,CON,F,27,856,27,856,0.515,11.8,0.689,0.308,0.214,0.126,0.04,0.311,0.584,0.73,0.538,0.383,0.333,0.362,0.647,0.976,0.043,0.6,/wnba/players/j/jonesjo01w.html,2021
Stephanie Jones,CON,F,18,99,18,99,0.414,8.6,0.931,0.31,0.448,0.138,0.034,0.069,0.444,0.444,0.462,0.25,1,0,0.75,NA,0,NA,/wnba/players/j/jonesst01w.html,2021
Beatrice Mompremier,CON,F,32,275,32,275,0.491,4.9,1,0.566,0.226,0.189,0.019,0,0.491,0.533,0.5,0.4,0,NA,0.731,NA,NA,NA,/wnba/players/m/momprbe01w.html,2021
Alyssa Thomas,CON,F,3,37,3,37,0.267,4.2,1,0.4,0.6,0,0,0,0.267,0.667,0,NA,NA,NA,0.75,NA,NA,NA,/wnba/players/t/thomaal01w.html,2021
Jasmine Thomas,CON,G,30,887,30,887,0.386,14.1,0.642,0.229,0.164,0.113,0.137,0.358,0.378,0.597,0.333,0.273,0.15,0.4,0.225,0.905,0.219,0.478,/wnba/players/t/thomaja01w.html,2021
Lindsay Allen,IND,G,32,571,32,571,0.428,14,0.691,0.191,0.217,0.138,0.145,0.309,0.486,0.69,0.485,0.286,0.409,0.298,0.294,0.857,0.149,0.429,/wnba/players/a/allenli01w.html,2021
Jessica Breland,IND,F,26,544,26,544,0.372,11.7,0.911,0.211,0.244,0.133,0.322,0.089,0.378,0.5,0.364,0.375,0.31,0.313,0.629,0.8,0,NA,/wnba/players/b/brelaje01w.html,2021
Kysre Gondrezick,IND,G,19,173,19,173,0.283,19.9,0.391,0.065,0.087,0.087,0.152,0.609,0.278,0,0.75,0.25,0.143,0.286,0.2,0.875,0.107,0.333,/wnba/players/g/gondrky01w.html,2021
Bernadett Hatar,IND,C,7,106,7,106,0.483,8.6,1,0.276,0.276,0.276,0.172,0,0.483,0.75,0.375,0.375,0.4,NA,0.929,NA,NA,NA,/wnba/players/h/hatarbe01w.html,2021
Jantel Lavender,IND,F,27,539,27,539,0.404,13,0.894,0.245,0.16,0.09,0.399,0.106,0.429,0.5,0.4,0.412,0.4,0.2,0.847,1,0.1,0,/wnba/players/l/lavenja01w.html,2021
Teaira McCowan,IND,C,32,848,32,848,0.537,3.6,1,0.642,0.276,0.054,0.027,0,0.537,0.624,0.38,0.429,0.286,NA,0.681,NA,NA,NA,/wnba/players/m/mccowte01w.html,2021
Kelsey Mitchell,IND,G,32,1059,32,1059,0.431,16.5,0.575,0.175,0.104,0.096,0.201,0.425,0.502,0.64,0.373,0.468,0.465,0.335,0.415,0.686,0.129,0.407,/wnba/players/m/mitchke01w.html,2021
Tiffany Mitchell,IND,G,28,765,28,765,0.421,10.3,0.815,0.362,0.189,0.122,0.142,0.185,0.459,0.543,0.354,0.452,0.389,0.255,0.432,0.833,0.319,0.4,/wnba/players/m/mitchti01w.html,2021
Chelsey Perry,IND,F,6,40,6,40,0.278,16.6,0.5,0.111,0.167,0.167,0.056,0.5,0.333,0.5,0,0.667,0,0.222,0.667,1,0.111,1,/wnba/players/p/perrych01w.html,2021
Danielle Robinson,IND,G,24,659,24,659,0.417,10.3,0.882,0.322,0.256,0.104,0.199,0.118,0.446,0.515,0.463,0.318,0.381,0.2,0.325,1,0.04,0,/wnba/players/r/robinda01w.html,2021
Victoria Vivians,IND,G,31,661,31,661,0.333,19.1,0.45,0.087,0.121,0.056,0.186,0.55,0.433,0.6,0.321,0.538,0.395,0.252,0.578,0.938,0.165,0.238,/wnba/players/v/viviavi01w.html,2021
Aaliyah Wilson,IND,G,14,119,14,119,0.231,15.9,0.731,0.192,0,0.269,0.269,0.269,0.263,0.2,NA,0.286,0.286,0.143,0.4,1,0,NA,/wnba/players/w/wilsoaa01w.html,2021
Nia Coffey,LAS,F,32,805,32,805,0.421,17.2,0.457,0.136,0.167,0.086,0.068,0.543,0.426,0.733,0.324,0.263,0.267,0.417,0.721,0.98,0.192,0.391,/wnba/players/c/coffeni01w.html,2021
Te'a Cooper,LAS,G,31,682,31,682,0.379,13.5,0.711,0.223,0.297,0.082,0.109,0.289,0.401,0.544,0.368,0.333,0.25,0.324,0.205,0.917,0.162,0.333,/wnba/players/c/coopete01w.html,2021
Arella Guirantes,LAS,G,25,291,25,291,0.274,16.6,0.716,0.042,0.242,0.221,0.211,0.284,0.294,0.5,0.217,0.333,0.3,0.222,0.35,1,0.222,0.5,/wnba/players/g/guiraar01w.html,2021
Chiney Ogwumike,LAS,F-C,7,134,7,134,0.408,8.6,0.918,0.184,0.51,0.143,0.082,0.082,0.378,0.778,0.28,0.143,0.5,0.75,0.647,1,0,NA,/wnba/players/o/ogwumch01w.html,2021
Nneka Ogwumike,LAS,F,18,570,18,570,0.532,12.5,0.854,0.254,0.317,0.127,0.156,0.146,0.56,0.808,0.477,0.423,0.438,0.367,0.684,1,0.167,0.8,/wnba/players/o/ogwumnn01w.html,2021
Brittney Sykes,LAS,G,32,939,32,939,0.405,12,0.852,0.239,0.285,0.134,0.194,0.148,0.43,0.618,0.432,0.237,0.327,0.262,0.452,1,0.333,0.286,/wnba/players/s/sykesbr01w.html,2021
Kristi Toliver,LAS,G,19,525,19,525,0.414,18.8,0.488,0.056,0.123,0.16,0.148,0.512,0.494,0.778,0.45,0.577,0.333,0.337,0.333,0.536,0.12,0.4,/wnba/players/t/tolivkr01w.html,2021
Jasmine Walker,LAS,F,2,20,2,20,0,22.6,0.2,0,0,0.2,0,0.8,0,NA,NA,0,NA,0,NA,NA,0,NA,/wnba/players/w/walkeja01w.html,2021
Erica Wheeler,LAS,G,32,967,32,967,0.417,13.6,0.76,0.242,0.211,0.135,0.172,0.24,0.435,0.559,0.358,0.404,0.379,0.359,0.197,0.545,0.065,0.5,/wnba/players/w/wheeler01w.html,2021
Amanda Zahui B.,LAS,C,30,714,30,714,0.429,16.2,0.567,0.202,0.13,0.121,0.113,0.433,0.543,0.76,0.438,0.367,0.464,0.28,0.816,1,0.019,0.5,/wnba/players/z/zahuiam01w.html,2021
Natalie Achonwa,MIN,F,21,253,21,253,0.426,9.5,0.984,0.377,0.164,0.131,0.311,0.016,0.433,0.609,0.1,0.375,0.421,0,0.923,NA,0,NA,/wnba/players/a/achonna01w.html,2021
Rachel Banham,MIN,G,27,341,27,341,0.395,19.5,0.419,0.085,0.07,0.109,0.155,0.581,0.426,0.545,0.222,0.286,0.55,0.373,0.391,0.786,0.08,0.667,/wnba/players/b/banhara01w.html,2021
Bridget Carleton,MIN,F,32,618,32,618,0.401,16.8,0.46,0.161,0.109,0.124,0.066,0.54,0.444,0.591,0.267,0.412,0.444,0.365,0.714,1,0.338,0.44,/wnba/players/c/carlebr01w.html,2021
Napheesa Collier,MIN,F,29,1003,29,1003,0.441,10.5,0.791,0.267,0.317,0.136,0.071,0.209,0.49,0.613,0.46,0.407,0.321,0.253,0.623,0.952,0.181,0.133,/wnba/players/c/collina01w.html,2021
Crystal Dangerfield,MIN,G,31,623,31,623,0.388,14.6,0.652,0.143,0.254,0.17,0.085,0.348,0.404,0.375,0.439,0.421,0.316,0.359,0.373,0.821,0.051,0.25,/wnba/players/d/dangecr01w.html,2021
Damiris Dantas,MIN,F,24,572,24,572,0.377,17.8,0.417,0.114,0.137,0.074,0.091,0.583,0.438,0.6,0.292,0.692,0.25,0.333,0.656,0.971,0.088,0.778,/wnba/players/d/dantada01w.html,2021
Sylvia Fowles,MIN,C,31,934,31,934,0.64,5.1,1,0.498,0.326,0.083,0.092,0,0.64,0.821,0.462,0.481,0.433,NA,0.755,NA,NA,NA,/wnba/players/f/fowlesy01w.html,2021
Linnae Harper,MIN,G,1,5,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/h/harpeli01w.html,2021
Kayla McBride,MIN,G,32,1010,32,1010,0.433,17.7,0.512,0.13,0.109,0.088,0.185,0.488,0.485,0.651,0.639,0.276,0.377,0.379,0.793,0.967,0.155,0.32,/wnba/players/m/mcbrika01w.html,2021
Aerial Powers,MIN,F-G,14,309,14,309,0.427,13.8,0.755,0.14,0.231,0.189,0.196,0.245,0.463,0.45,0.455,0.556,0.393,0.314,0.28,0.545,0.086,0.333,/wnba/players/p/powerae01w.html,2021
Jessica Shepard,MIN,F,22,231,22,231,0.364,9.9,0.727,0.386,0.227,0.114,0,0.273,0.469,0.588,0.4,0.2,NA,0.083,0.667,1,0.167,0,/wnba/players/s/shepaje01w.html,2021
Rebecca Allen,NYL,G,25,615,25,615,0.343,19.1,0.417,0.083,0.102,0.074,0.157,0.583,0.289,0.444,0.364,0.125,0.235,0.381,0.692,0.958,0.095,0.417,/wnba/players/a/allenre01w.html,2021
Reshanda Gray,NYL,F,15,210,15,210,0.531,7,0.859,0.344,0.453,0.016,0.047,0.141,0.582,0.818,0.448,0,0.333,0.222,0.906,1,0.111,0,/wnba/players/g/grayre01w.html,2021
Natasha Howard,NYL,F,13,357,13,357,0.494,9.7,0.795,0.375,0.273,0.063,0.085,0.205,0.536,0.712,0.354,0.455,0.4,0.333,0.72,1,0.111,0.5,/wnba/players/h/howarna01w.html,2021
Sabrina Ionescu,NYL,G,30,899,30,899,0.379,18.2,0.443,0.091,0.178,0.094,0.081,0.557,0.447,0.704,0.434,0.393,0.25,0.325,0.203,0.796,0.09,0.533,/wnba/players/i/ionessa01w.html,2021
Jazmine Jones,NYL,G,27,448,27,448,0.356,13.1,0.685,0.141,0.356,0.121,0.067,0.315,0.343,0.524,0.245,0.444,0.3,0.383,0.4,0.944,0.17,0.625,/wnba/players/j/jonesja02w.html,2021
Betnijah Laney,NYL,G-F,32,1069,32,1069,0.451,13.4,0.758,0.182,0.229,0.136,0.211,0.242,0.496,0.683,0.485,0.361,0.432,0.312,0.45,0.735,0.202,0.364,/wnba/players/l/laneybe01w.html,2021
Leaonna Odom,NYL,F,18,217,18,217,0.467,11.4,0.622,0.333,0.267,0.022,0,0.378,0.571,0.533,0.583,1,NA,0.294,0.813,1,0.647,0.455,/wnba/players/o/odomle01w.html,2021
Michaela Onyenwere,NYL,F,32,711,32,711,0.401,14.1,0.502,0.247,0.207,0.026,0.022,0.498,0.474,0.625,0.34,0.333,0.2,0.327,0.722,1,0.381,0.372,/wnba/players/o/onyenmi01w.html,2021
DiDi Richards,NYL,G-F,31,346,31,346,0.422,12.8,0.656,0.234,0.25,0.094,0.078,0.344,0.405,0.6,0.313,0.5,0,0.455,0.647,1,0.182,0.25,/wnba/players/r/richadi01w.html,2021
Kylee Shook,NYL,F,30,567,30,567,0.467,12.8,0.599,0.289,0.237,0.039,0.033,0.401,0.516,0.636,0.444,0.333,0.2,0.393,0.872,1,0.049,1,/wnba/players/s/shookky01w.html,2021
Sami Whitcomb,NYL,G,30,843,30,843,0.473,18.8,0.317,0.126,0.13,0.038,0.023,0.683,0.578,0.818,0.382,0.5,0.5,0.425,0.458,0.789,0.156,0.464,/wnba/players/w/whitcsa01w.html,2021
Sophie Cunningham,PHO,G,30,524,30,524,0.437,17,0.422,0.133,0.207,0.03,0.052,0.578,0.474,0.556,0.429,0.5,0.429,0.41,0.778,0.906,0.218,0.412,/wnba/players/c/cunniso01w.html,2021
Skylar Diggins-Smith,PHO,G,32,1040,32,1040,0.45,12.9,0.656,0.221,0.275,0.084,0.076,0.344,0.492,0.54,0.546,0.273,0.4,0.37,0.307,0.7,0.178,0.417,/wnba/players/d/diggisk01w.html,2021
Haley Gorecki,PHO,G,3,6,3,6,0,24.8,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,/wnba/players/g/gorecha01w.html,2021
Brittney Griner,PHO,C,30,983,30,983,0.575,7.8,0.979,0.269,0.448,0.128,0.135,0.021,0.578,0.802,0.513,0.473,0.448,0.444,0.676,0.75,0,NA,/wnba/players/g/grinebr01w.html,2021
Bria Hartley,PHO,G,6,51,6,51,0.563,13.2,0.563,0.313,0.188,0.063,0,0.438,0.556,0.6,0.333,1,NA,0.571,0.6,1,0.143,0,/wnba/players/h/hartlbr01w.html,2021
Kia Nurse,PHO,G,32,835,32,835,0.359,18.1,0.388,0.15,0.128,0.04,0.07,0.612,0.368,0.439,0.429,0.364,0.105,0.353,0.538,0.864,0.257,0.349,/wnba/players/n/nurseki01w.html,2021
Shey Peddy,PHO,G,32,560,32,560,0.412,17.1,0.453,0.128,0.209,0.061,0.054,0.547,0.507,0.632,0.516,0.444,0.25,0.333,0.176,0.815,0.185,0.4,/wnba/players/p/peddysh01w.html,2021
Alanna Smith,PHO,F,18,117,18,117,0.235,18.1,0.382,0.118,0.176,0,0.088,0.618,0.308,0.25,0.333,NA,0.333,0.19,0.75,1,0.143,0,/wnba/players/s/smithal01w.html,2021
Diana Taurasi,PHO,G,16,455,16,455,0.366,19.9,0.366,0.063,0.11,0.084,0.11,0.634,0.414,0.667,0.429,0.313,0.333,0.339,0.483,0.585,0.099,0.5,/wnba/players/t/tauradi01w.html,2021
Brianna Turner,PHO,F,32,994,32,994,0.554,3.1,0.995,0.621,0.349,0.021,0.005,0.005,0.557,0.62,0.456,0.5,0,0,0.852,NA,0,NA,/wnba/players/t/turnebr01w.html,2021
Kia Vaughn,PHO,C,28,441,28,441,0.444,12.1,0.992,0.128,0.241,0.241,0.383,0.008,0.447,0.765,0.406,0.313,0.451,0,0.898,NA,0,NA,/wnba/players/v/vaughki01w.html,2021
Megan Walker,PHO,F,29,426,29,426,0.311,16.9,0.493,0.196,0.101,0.081,0.115,0.507,0.356,0.345,0.333,0.417,0.353,0.267,0.692,1,0.28,0.286,/wnba/players/w/walkeme01w.html,2021
Liz Cambage,LVA,C,25,595,25,595,0.543,7.7,0.946,0.225,0.481,0.205,0.035,0.054,0.553,0.672,0.548,0.434,0.556,0.357,0.741,1,0,NA,/wnba/players/c/cambael01w.html,2021
Chelsea Gray,LVA,G,32,926,32,926,0.454,14.5,0.782,0.104,0.212,0.248,0.218,0.218,0.475,0.676,0.377,0.469,0.479,0.38,0.231,0.852,0.042,0.333,/wnba/players/g/graych01w.html,2021
Dearica Hamby,LVA,F,29,710,29,710,0.545,7.7,0.845,0.378,0.378,0.056,0.034,0.155,0.599,0.659,0.568,0.538,0.375,0.25,0.729,0.889,0.056,0.5,/wnba/players/h/hambyde01w.html,2021
Angel McCoughtry,LVA,F-G,1,0,1,0,0,19.6,1,0,0,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,/wnba/players/m/mccouan01w.html,2021
JiSu Park,LVA,C,25,223,25,223,0.327,11.4,0.923,0.212,0.308,0.135,0.269,0.077,0.354,0.545,0.313,0.571,0.143,0,0.647,NA,0,NA,/wnba/players/p/parkji01w.html,2021
Kelsey Plum,LVA,G,26,665,26,665,0.437,15,0.611,0.14,0.246,0.102,0.123,0.389,0.469,0.683,0.542,0.267,0.25,0.386,0.25,0.773,0.132,0.333,/wnba/players/p/plumke01w.html,2021
Destiny Slocum,LVA,G,21,133,21,133,0.318,18.7,0.318,0.182,0,0.091,0.045,0.682,0.286,0.5,NA,0,0,0.333,0.5,1,0.6,0.444,/wnba/players/s/slocude01w.html,2021
Riquna Williams,LVA,G,32,833,32,833,0.444,20.3,0.412,0.066,0.047,0.066,0.233,0.588,0.481,0.588,0.75,0.412,0.417,0.417,0.549,0.889,0.166,0.36,/wnba/players/w/williri02w.html,2021
A'ja Wilson,LVA,F,32,1021,32,1021,0.444,8.2,0.998,0.219,0.414,0.24,0.124,0.002,0.443,0.637,0.461,0.277,0.362,1,0.684,1,0,NA,/wnba/players/w/wilsoa01w.html,2021
Jackie Young,LVA,G,32,1016,32,1016,0.507,12.8,0.935,0.105,0.235,0.288,0.307,0.065,0.524,0.844,0.556,0.42,0.489,0.25,0.667,1,0.05,0,/wnba/players/y/youngja01w.html,2021
Sue Bird,SEA,G,30,832,30,832,0.431,21.2,0.35,0.065,0.033,0.085,0.167,0.65,0.453,0.75,0.25,0.381,0.415,0.419,0.256,0.866,0.125,0.35,/wnba/players/b/birdsu01w.html,2021
Kennedy Burke,SEA,G-F,23,176,23,176,0.446,11.8,0.679,0.321,0.214,0.071,0.071,0.321,0.5,0.556,0.5,0.25,0.5,0.333,0.579,1,0.167,0.667,/wnba/players/b/burkeke01w.html,2021
